laporan_id,koperasi_id,periode,tanggal_submit,persen_kelengkapan
LAP-000902,KDMP-00151,2026-04,2026-04-02,87.6
LAP-000903,KDMP-00151,2026-05,2026-05-08,86.5
LAP-000904,KDMP-00151,2026-06,2026-06-02,82.0
LAP-000905,KDMP-00151,2026-07,2026-07-02,95.8
LAP-000906,KDMP-00151,2026-08,2026-08-03,84.1
LAP-000907,KDMP-00152,2026-03,2026-03-02,48.1
LAP-000908,KDMP-00152,2026-04,2026-04-05,34.7
LAP-000909,KDMP-00152,2026-05,2026-05-01,46.6
LAP-000910,KDMP-00152,2026-06,2026-06-05,44.1
LAP-000911,KDMP-00152,2026-07,2026-07-01,35.2
LAP-000912,KDMP-00152,2026-08,2026-08-09,7.9
LAP-000913,KDMP-00153,2026-03,2026-03-02,35.8
LAP-000914,KDMP-00153,2026-04,2026-04-02,19.9
LAP-000915,KDMP-00153,2026-05,2026-05-09,10.8
LAP-000916,KDMP-00153,2026-06,2026-06-05,22.6
LAP-000917,KDMP-00153,2026-07,2026-07-08,14.7
LAP-000918,KDMP-00153,2026-08,2026-08-02,30.8
LAP-000919,KDMP-00154,2026-03,2026-03-10,53.8
LAP-000920,KDMP-00154,2026-04,2026-04-07,46.6
LAP-000921,KDMP-00154,2026-05,2026-05-09,60.0
LAP-000922,KDMP-00154,2026-06,2026-06-07,63.0
LAP-000923,KDMP-00154,2026-07,2026-07-07,66.6
LAP-000924,KDMP-00154,2026-08,2026-08-02,64.4
LAP-000925,KDMP-00155,2026-03,2026-03-02,57.6
LAP-000926,KDMP-00155,2026-04,2026-04-08,51.2
LAP-000927,KDMP-00155,2026-05,2026-05-02,19.2
LAP-000928,KDMP-00155,2026-06,2026-06-07,35.9
LAP-000929,KDMP-00155,2026-07,2026-07-10,10.7
LAP-000930,KDMP-00155,2026-08,2026-08-03,51.9
LAP-000931,KDMP-00156,2026-03,2026-03-03,97.7
LAP-000932,KDMP-00156,2026-04,2026-04-05,88.1
LAP-000933,KDMP-00156,2026-05,2026-05-02,93.6
LAP-000934,KDMP-00156,2026-06,2026-06-02,80.1
LAP-000935,KDMP-00156,2026-07,2026-07-04,72.8
LAP-000936,KDMP-00156,2026-08,2026-08-07,54.6
LAP-000937,KDMP-00157,2026-03,2026-03-07,49.8
LAP-000938,KDMP-00157,2026-04,2026-04-03,66.3
LAP-000939,KDMP-00157,2026-05,2026-05-07,57.4
LAP-000940,KDMP-00157,2026-06,2026-06-06,68.9
LAP-000941,KDMP-00157,2026-07,2026-07-06,68.1
LAP-000942,KDMP-00157,2026-08,2026-08-08,64.0
LAP-000943,KDMP-00158,2026-03,2026-03-02,28.6
LAP-000944,KDMP-00158,2026-04,2026-04-06,4.2
LAP-000945,KDMP-00158,2026-05,2026-05-02,16.8
LAP-000946,KDMP-00158,2026-06,2026-06-08,49.9
LAP-000947,KDMP-00158,2026-07,2026-07-10,36.3
LAP-000948,KDMP-00158,2026-08,2026-08-05,43.8
LAP-000949,KDMP-00159,2026-03,2026-03-06,65.1
LAP-000950,KDMP-00159,2026-04,2026-04-10,72.6
LAP-000951,KDMP-00159,2026-05,2026-05-10,78.8
LAP-000952,KDMP-00159,2026-06,2026-06-10,100
LAP-000953,KDMP-00159,2026-07,2026-07-01,94.5
LAP-000954,KDMP-00159,2026-08,2026-08-02,92.7
LAP-000955,KDMP-00160,2026-03,2026-03-06,49.6
LAP-000956,KDMP-00160,2026-04,2026-04-06,52.4
LAP-000957,KDMP-00160,2026-05,2026-05-07,73.6
LAP-000958,KDMP-00160,2026-06,2026-06-06,57.8
LAP-000959,KDMP-00160,2026-07,2026-07-05,83.9
LAP-000960,KDMP-00160,2026-08,2026-08-03,90.1
LAP-000961,KDMP-00161,2026-03,2026-03-02,64.3
LAP-000962,KDMP-00161,2026-04,2026-04-07,64.6
LAP-000963,KDMP-00161,2026-05,2026-05-06,62.9
LAP-000964,KDMP-00161,2026-06,2026-06-01,63.0
LAP-000965,KDMP-00161,2026-07,2026-07-01,58.3
LAP-000966,KDMP-00161,2026-08,2026-08-01,65.2
LAP-000967,KDMP-00162,2026-03,2026-03-05,52.7
LAP-000968,KDMP-00162,2026-04,2026-04-04,53.6
LAP-000969,KDMP-00162,2026-05,2026-05-07,50.2
LAP-000970,KDMP-00162,2026-06,2026-06-07,90.2
LAP-000971,KDMP-00162,2026-07,2026-07-05,97.2
LAP-000972,KDMP-00162,2026-08,2026-08-09,80.8
LAP-000973,KDMP-00163,2026-03,2026-03-02,100
LAP-000974,KDMP-00163,2026-04,2026-04-01,100
LAP-000975,KDMP-00163,2026-05,2026-05-07,95.4
LAP-000976,KDMP-00163,2026-06,2026-06-10,53.6
LAP-000977,KDMP-00163,2026-07,2026-07-05,38.4
LAP-000978,KDMP-00163,2026-08,2026-08-02,51.4
LAP-000979,KDMP-00164,2026-03,2026-03-09,75.4
LAP-000980,KDMP-00164,2026-04,2026-04-08,58.3
LAP-000981,KDMP-00164,2026-05,2026-05-04,60.5
LAP-000982,KDMP-00164,2026-06,2026-06-02,56.1
LAP-000983,KDMP-00164,2026-07,2026-07-03,39.9
LAP-000984,KDMP-00164,2026-08,2026-08-03,34.3
LAP-000985,KDMP-00165,2026-03,2026-03-03,77.8
LAP-000986,KDMP-00165,2026-04,2026-04-03,59.5
LAP-000987,KDMP-00165,2026-05,2026-05-09,56.7
LAP-000988,KDMP-00165,2026-06,2026-06-06,50.1
LAP-000989,KDMP-00165,2026-07,2026-07-09,57.5
LAP-000990,KDMP-00165,2026-08,2026-08-10,35.4
LAP-000991,KDMP-00166,2026-03,2026-03-05,100
LAP-000992,KDMP-00166,2026-04,2026-04-05,86.3
LAP-000993,KDMP-00166,2026-05,2026-05-09,78.6
LAP-000994,KDMP-00166,2026-06,2026-06-10,72.6
LAP-000995,KDMP-00166,2026-07,2026-07-04,31.6
LAP-000996,KDMP-00166,2026-08,2026-08-02,14.2
LAP-000997,KDMP-00167,2026-03,2026-03-04,94.1
LAP-000998,KDMP-00167,2026-04,2026-04-01,86.9
LAP-000999,KDMP-00167,2026-05,2026-05-06,96.5
LAP-001000,KDMP-00167,2026-06,2026-06-08,83.9
LAP-001001,KDMP-00167,2026-07,2026-07-03,98.6
LAP-001002,KDMP-00167,2026-08,2026-08-09,95.3
LAP-001003,KDMP-00168,2026-03,2026-03-01,91.8
LAP-001004,KDMP-00168,2026-04,2026-04-07,95.8
LAP-001005,KDMP-00168,2026-05,2026-05-06,85.8
LAP-001006,KDMP-00168,2026-06,2026-06-09,99.1
LAP-001007,KDMP-00168,2026-07,2026-07-10,81.4
LAP-001008,KDMP-00168,2026-08,2026-08-09,74.3
LAP-001009,KDMP-00169,2026-03,2026-03-03,84.8
LAP-001010,KDMP-00169,2026-04,2026-04-01,98.5
LAP-001011,KDMP-00169,2026-05,2026-05-01,97.0
LAP-001012,KDMP-00169,2026-06,2026-06-02,97.9
LAP-001013,KDMP-00169,2026-07,2026-07-06,92.4
LAP-001014,KDMP-00169,2026-08,2026-08-02,84.9
LAP-001015,KDMP-00170,2026-03,2026-03-03,92.3
LAP-001016,KDMP-00170,2026-04,2026-04-09,95.7
LAP-001017,KDMP-00170,2026-05,2026-05-02,95.2
LAP-001018,KDMP-00170,2026-06,2026-06-05,98.6
LAP-001019,KDMP-00170,2026-07,2026-07-09,85.8
LAP-001020,KDMP-00170,2026-08,2026-08-08,88.2
LAP-001021,KDMP-00171,2026-03,2026-03-03,42.6
LAP-001022,KDMP-00171,2026-04,2026-04-03,55.4
LAP-001023,KDMP-00171,2026-05,2026-05-09,48.5
LAP-001024,KDMP-00171,2026-06,2026-06-10,73.0
LAP-001025,KDMP-00171,2026-07,2026-07-07,64.0
LAP-001026,KDMP-00171,2026-08,2026-08-06,65.7
LAP-001027,KDMP-00172,2026-03,2026-03-09,90.0
LAP-001028,KDMP-00172,2026-04,2026-04-01,92.8
LAP-001029,KDMP-00172,2026-05,2026-05-04,93.5
LAP-001030,KDMP-00172,2026-06,2026-06-10,89.3
LAP-001031,KDMP-00172,2026-07,2026-07-03,95.5
LAP-001032,KDMP-00172,2026-08,2026-08-10,81.9
LAP-001033,KDMP-00173,2026-03,2026-03-08,94.5
LAP-001034,KDMP-00173,2026-04,2026-04-04,85.0
LAP-001035,KDMP-00173,2026-05,2026-05-07,96.4
LAP-001036,KDMP-00173,2026-06,2026-06-01,91.9
LAP-001037,KDMP-00173,2026-07,2026-07-06,86.4
LAP-001038,KDMP-00173,2026-08,2026-08-06,91.1
LAP-001039,KDMP-00174,2026-03,2026-03-06,91.2
LAP-001040,KDMP-00174,2026-04,2026-04-05,73.8
LAP-001041,KDMP-00174,2026-05,2026-05-01,69.4
LAP-001042,KDMP-00174,2026-06,2026-06-05,57.3
LAP-001043,KDMP-00174,2026-07,2026-07-01,41.4
LAP-001044,KDMP-00174,2026-08,2026-08-10,48.3
LAP-001045,KDMP-00175,2026-03,2026-03-10,80.9
LAP-001046,KDMP-00175,2026-04,2026-04-05,70.4
LAP-001047,KDMP-00175,2026-05,2026-05-03,61.5
LAP-001048,KDMP-00175,2026-06,2026-06-09,66.6
LAP-001049,KDMP-00175,2026-07,2026-07-07,63.7
LAP-001050,KDMP-00175,2026-08,2026-08-01,52.1
LAP-001051,KDMP-00176,2026-03,2026-03-07,87.8
LAP-001052,KDMP-00176,2026-04,2026-04-04,89.2
LAP-001053,KDMP-00176,2026-05,2026-05-05,89.0
LAP-001054,KDMP-00176,2026-06,2026-06-01,87.4
LAP-001055,KDMP-00176,2026-07,2026-07-06,81.7
LAP-001056,KDMP-00176,2026-08,2026-08-07,82.9
LAP-001057,KDMP-00177,2026-03,2026-03-04,94.1
LAP-001058,KDMP-00177,2026-04,2026-04-09,94.6
LAP-001059,KDMP-00177,2026-05,2026-05-10,78.1
LAP-001060,KDMP-00177,2026-06,2026-06-01,40.2
LAP-001061,KDMP-00177,2026-07,2026-07-04,8.6
LAP-001062,KDMP-00177,2026-08,2026-08-09,22.0
LAP-001063,KDMP-00178,2026-03,2026-03-08,20.9
LAP-001064,KDMP-00178,2026-04,2026-04-10,41.7
LAP-001065,KDMP-00178,2026-05,2026-05-10,32.5
LAP-001066,KDMP-00178,2026-06,2026-06-05,38.2
LAP-001067,KDMP-00178,2026-07,2026-07-08,13.1
LAP-001068,KDMP-00178,2026-08,2026-08-08,26.1
LAP-001069,KDMP-00179,2026-03,2026-03-03,89.1
LAP-001070,KDMP-00179,2026-04,2026-04-01,64.6
LAP-001071,KDMP-00179,2026-05,2026-05-03,64.3
LAP-001072,KDMP-00179,2026-06,2026-06-03,49.0
LAP-001073,KDMP-00179,2026-07,2026-07-03,58.3
LAP-001074,KDMP-00179,2026-08,2026-08-09,35.8
LAP-001075,KDMP-00180,2026-03,2026-03-01,57.7
LAP-001076,KDMP-00180,2026-04,2026-04-08,62.9
LAP-001077,KDMP-00180,2026-05,2026-05-05,69.8
LAP-001078,KDMP-00180,2026-06,2026-06-06,45.5
LAP-001079,KDMP-00180,2026-07,2026-07-07,45.1
LAP-001080,KDMP-00180,2026-08,2026-08-06,43.6
LAP-001081,KDMP-00181,2026-03,2026-03-06,30.1
LAP-001082,KDMP-00181,2026-04,2026-04-10,26.6
LAP-001083,KDMP-00181,2026-05,2026-05-07,48.6
LAP-001084,KDMP-00181,2026-06,2026-06-08,13.2
LAP-001085,KDMP-00181,2026-07,2026-07-07,31.5
LAP-001086,KDMP-00181,2026-08,2026-08-05,5.7
LAP-001087,KDMP-00182,2026-03,2026-03-08,83.3
LAP-001088,KDMP-00182,2026-04,2026-04-04,81.2
LAP-001089,KDMP-00182,2026-05,2026-05-03,84.4
LAP-001090,KDMP-00182,2026-06,2026-06-06,92.4
LAP-001091,KDMP-00182,2026-07,2026-07-05,93.5
LAP-001092,KDMP-00182,2026-08,2026-08-04,87.2
LAP-001093,KDMP-00183,2026-03,2026-03-06,55.5
LAP-001094,KDMP-00183,2026-04,2026-04-03,57.8
LAP-001095,KDMP-00183,2026-05,2026-05-04,61.5
LAP-001096,KDMP-00183,2026-06,2026-06-01,52.5
LAP-001097,KDMP-00183,2026-07,2026-07-03,88.7
LAP-001098,KDMP-00183,2026-08,2026-08-07,79.8
LAP-001099,KDMP-00184,2026-03,2026-03-10,55.9
LAP-001100,KDMP-00184,2026-04,2026-04-08,69.2
LAP-001101,KDMP-00184,2026-05,2026-05-08,55.1
LAP-001102,KDMP-00184,2026-06,2026-06-03,59.5
LAP-001103,KDMP-00184,2026-07,2026-07-03,69.2
LAP-001104,KDMP-00184,2026-08,2026-08-02,50.8
LAP-001105,KDMP-00185,2026-03,2026-03-09,17.4
LAP-001106,KDMP-00185,2026-04,2026-04-03,39.9
LAP-001107,KDMP-00185,2026-05,2026-05-06,43.7
LAP-001108,KDMP-00185,2026-06,2026-06-10,37.9
LAP-001109,KDMP-00185,2026-07,2026-07-07,14.9
LAP-001110,KDMP-00185,2026-08,2026-08-04,26.4
LAP-001111,KDMP-00186,2026-03,2026-03-01,19.7
LAP-001112,KDMP-00186,2026-04,2026-04-03,19.4
LAP-001113,KDMP-00186,2026-05,2026-05-01,40.0
LAP-001114,KDMP-00186,2026-06,2026-06-02,51.7
LAP-001115,KDMP-00186,2026-07,2026-07-10,49.8
LAP-001116,KDMP-00186,2026-08,2026-08-01,14.2
LAP-001117,KDMP-00187,2026-03,2026-03-06,22.1
LAP-001118,KDMP-00187,2026-04,2026-04-03,5.7
LAP-001119,KDMP-00187,2026-05,2026-05-02,6.8
LAP-001120,KDMP-00187,2026-06,2026-06-01,31.1
LAP-001121,KDMP-00187,2026-07,2026-07-04,7.4
LAP-001122,KDMP-00187,2026-08,2026-08-04,22.2
LAP-001123,KDMP-00188,2026-03,2026-03-04,87.5
LAP-001124,KDMP-00188,2026-04,2026-04-08,89.8
LAP-001125,KDMP-00188,2026-05,2026-05-01,81.7
LAP-001126,KDMP-00188,2026-06,2026-06-01,80.0
LAP-001127,KDMP-00188,2026-07,2026-07-10,83.7
LAP-001128,KDMP-00188,2026-08,2026-08-07,93.0
LAP-001129,KDMP-00189,2026-03,2026-03-03,94.3
LAP-001130,KDMP-00189,2026-04,2026-04-06,89.5
LAP-001131,KDMP-00189,2026-05,2026-05-05,84.0
LAP-001132,KDMP-00189,2026-06,2026-06-02,79.9
LAP-001133,KDMP-00189,2026-07,2026-07-06,66.8
LAP-001134,KDMP-00189,2026-08,2026-08-10,54.9
LAP-001135,KDMP-00190,2026-03,2026-03-08,59.9
LAP-001136,KDMP-00190,2026-04,2026-04-10,68.5
LAP-001137,KDMP-00190,2026-05,2026-05-03,96.2
LAP-001138,KDMP-00190,2026-06,2026-06-05,84.5
LAP-001139,KDMP-00190,2026-07,2026-07-06,95.9
LAP-001140,KDMP-00190,2026-08,2026-08-04,94.5
LAP-001141,KDMP-00191,2026-03,2026-03-04,8.2
LAP-001142,KDMP-00191,2026-04,2026-04-07,7.3
LAP-001143,KDMP-00191,2026-05,2026-05-08,32.7
LAP-001144,KDMP-00191,2026-06,2026-06-09,27.4
LAP-001145,KDMP-00191,2026-07,2026-07-05,46.0
LAP-001146,KDMP-00191,2026-08,2026-08-05,23.7
LAP-001147,KDMP-00192,2026-03,2026-03-05,64.1
LAP-001148,KDMP-00192,2026-04,2026-04-08,76.8
LAP-001149,KDMP-00192,2026-05,2026-05-02,50.4
LAP-001150,KDMP-00192,2026-06,2026-06-06,69.7
LAP-001151,KDMP-00192,2026-07,2026-07-10,56.3
LAP-001152,KDMP-00192,2026-08,2026-08-02,72.4
LAP-001153,KDMP-00193,2026-03,2026-03-08,91.4
LAP-001154,KDMP-00193,2026-04,2026-04-07,86.9
LAP-001155,KDMP-00193,2026-05,2026-05-07,77.8
LAP-001156,KDMP-00193,2026-06,2026-06-06,51.7
LAP-001157,KDMP-00193,2026-07,2026-07-08,41.2
LAP-001158,KDMP-00193,2026-08,2026-08-07,44.6
LAP-001159,KDMP-00194,2026-03,2026-03-01,93.5
LAP-001160,KDMP-00194,2026-04,2026-04-03,100
LAP-001161,KDMP-00194,2026-05,2026-05-06,87.4
LAP-001162,KDMP-00194,2026-06,2026-06-01,76.1
LAP-001163,KDMP-00194,2026-07,2026-07-02,65.2
LAP-001164,KDMP-00194,2026-08,2026-08-10,60.4
LAP-001165,KDMP-00195,2026-03,2026-03-03,58.5
LAP-001166,KDMP-00195,2026-04,2026-04-02,69.6
LAP-001167,KDMP-00195,2026-05,2026-05-09,80.8
LAP-001168,KDMP-00195,2026-06,2026-06-08,95.5
LAP-001169,KDMP-00195,2026-07,2026-07-08,90.1
LAP-001170,KDMP-00195,2026-08,2026-08-04,100
LAP-001171,KDMP-00196,2026-03,2026-03-03,23.9
LAP-001172,KDMP-00196,2026-04,2026-04-08,13.0
LAP-001173,KDMP-00196,2026-05,2026-05-06,10.4
LAP-001174,KDMP-00196,2026-06,2026-06-02,58.4
LAP-001175,KDMP-00196,2026-07,2026-07-07,57.6
LAP-001176,KDMP-00196,2026-08,2026-08-09,48.0
LAP-001177,KDMP-00197,2026-03,2026-03-09,94.4
LAP-001178,KDMP-00197,2026-04,2026-04-04,87.4
LAP-001179,KDMP-00197,2026-05,2026-05-02,98.2
LAP-001180,KDMP-00197,2026-06,2026-06-03,81.7
LAP-001181,KDMP-00197,2026-07,2026-07-04,92.1
LAP-001182,KDMP-00197,2026-08,2026-08-01,80.4
LAP-001183,KDMP-00198,2026-03,2026-03-04,80.0
LAP-001184,KDMP-00198,2026-04,2026-04-06,64.5
LAP-001185,KDMP-00198,2026-05,2026-05-04,74.7
LAP-001186,KDMP-00198,2026-06,2026-06-09,68.2
LAP-001187,KDMP-00198,2026-07,2026-07-03,68.1
LAP-001188,KDMP-00198,2026-08,2026-08-02,78.0
