stok_id,koperasi_id,tanggal_pencatatan,jenis_barang,jumlah_unit,nilai_rupiah
STK-000789,KDMP-00132,2026-05-31,Pupuk,226,5056000.0
STK-000790,KDMP-00132,2026-06-30,Gula,262,3975000.0
STK-000791,KDMP-00132,2026-07-31,Pupuk,297,3200000.0
STK-000792,KDMP-00132,2026-08-13,Gula,347,3521000.0
STK-000793,KDMP-00133,2026-03-31,Beras,305,4789000.0
STK-000794,KDMP-00133,2026-04-30,Gula,664,13254000.0
STK-000795,KDMP-00133,2026-05-31,Minyak Goreng,859,18309000.0
STK-000796,KDMP-00133,2026-06-30,Sembako Campuran,509,4735000.0
STK-000797,KDMP-00133,2026-07-31,Sembako Campuran,1001,14964000.0
STK-000798,KDMP-00133,2026-08-13,Sembako Campuran,981,12343000.0
STK-000799,KDMP-00134,2026-03-31,Minyak Goreng,556,5209000.0
STK-000800,KDMP-00134,2026-04-30,Beras,694,9818000.0
STK-000801,KDMP-00134,2026-05-31,Pupuk,845,18342000.0
STK-000802,KDMP-00134,2026-06-30,Minyak Goreng,590,7742000.0
STK-000803,KDMP-00134,2026-07-31,Minyak Goreng,451,5692000.0
STK-000804,KDMP-00134,2026-08-13,Gula,466,7050000.0
STK-000805,KDMP-00135,2026-03-31,Pupuk,877,9265000.0
STK-000806,KDMP-00135,2026-04-30,Pupuk,592,7280000.0
STK-000807,KDMP-00135,2026-05-31,Beras,424,9055000.0
STK-000808,KDMP-00135,2026-06-30,Pupuk,761,9664000.0
STK-000809,KDMP-00135,2026-07-31,Sembako Campuran,14,141000.0
STK-000810,KDMP-00135,2026-08-13,Sembako Campuran,29,503000.0
STK-000811,KDMP-00136,2026-03-31,Gula,25,564000.0
STK-000812,KDMP-00136,2026-04-30,Pupuk,26,507000.0
STK-000813,KDMP-00136,2026-05-31,Beras,119,2583000.0
STK-000814,KDMP-00136,2026-06-30,Sembako Campuran,43,930000.0
STK-000815,KDMP-00136,2026-07-31,Beras,62,770000.0
STK-000816,KDMP-00136,2026-08-13,Beras,17,165000.0
STK-000817,KDMP-00137,2026-03-31,Pupuk,182,4173000.0
STK-000818,KDMP-00137,2026-04-30,Minyak Goreng,332,3120000.0
STK-000819,KDMP-00137,2026-05-31,Beras,289,5792000.0
STK-000820,KDMP-00137,2026-06-30,Beras,610,10354000.0
STK-000821,KDMP-00137,2026-07-31,Sembako Campuran,350,3647000.0
STK-000822,KDMP-00137,2026-08-13,Beras,549,6283000.0
STK-000823,KDMP-00138,2026-03-31,Sembako Campuran,463,8385000.0
STK-000824,KDMP-00138,2026-04-30,Beras,718,16881000.0
STK-000825,KDMP-00138,2026-05-31,Beras,719,6148000.0
STK-000826,KDMP-00138,2026-06-30,Beras,802,12890000.0
STK-000827,KDMP-00138,2026-07-31,Beras,711,11688000.0
STK-000828,KDMP-00138,2026-08-13,Gula,590,11262000.0
STK-000829,KDMP-00139,2026-03-31,Gula,681,15689000.0
STK-000830,KDMP-00139,2026-04-30,Pupuk,424,10511000.0
STK-000831,KDMP-00139,2026-05-31,Beras,695,14436000.0
STK-000832,KDMP-00139,2026-06-30,Pupuk,475,8498000.0
STK-000833,KDMP-00139,2026-07-31,Pupuk,729,16013000.0
STK-000834,KDMP-00139,2026-08-13,Beras,915,17099000.0
STK-000835,KDMP-00140,2026-03-31,Sembako Campuran,164,1935000.0
STK-000836,KDMP-00140,2026-04-30,Minyak Goreng,117,1876000.0
STK-000837,KDMP-00140,2026-05-31,Sembako Campuran,288,6403000.0
STK-000838,KDMP-00140,2026-06-30,Sembako Campuran,624,13260000.0
STK-000839,KDMP-00140,2026-07-31,Gula,859,13705000.0
STK-000840,KDMP-00140,2026-08-13,Beras,356,7025000.0
STK-000841,KDMP-00141,2026-03-31,Minyak Goreng,54,1198000.0
STK-000842,KDMP-00141,2026-04-30,Sembako Campuran,90,2065000.0
STK-000843,KDMP-00141,2026-05-31,Beras,501,8106000.0
STK-000844,KDMP-00141,2026-06-30,Beras,607,13498000.0
STK-000845,KDMP-00141,2026-07-31,Beras,611,13855000.0
STK-000846,KDMP-00141,2026-08-13,Sembako Campuran,539,4449000.0
STK-000847,KDMP-00142,2026-03-31,Sembako Campuran,37,841000.0
STK-000848,KDMP-00142,2026-04-30,Pupuk,19,235000.0
STK-000849,KDMP-00142,2026-05-31,Gula,100,1163000.0
STK-000850,KDMP-00142,2026-06-30,Gula,443,9751000.0
STK-000851,KDMP-00142,2026-07-31,Gula,881,12806000.0
STK-000852,KDMP-00142,2026-08-13,Gula,996,12363000.0
STK-000853,KDMP-00143,2026-03-31,Pupuk,311,6095000.0
STK-000854,KDMP-00143,2026-04-30,Sembako Campuran,268,2683000.0
STK-000855,KDMP-00143,2026-05-31,Minyak Goreng,402,5708000.0
STK-000856,KDMP-00143,2026-06-30,Gula,124,1235000.0
STK-000857,KDMP-00143,2026-07-31,Beras,378,5520000.0
STK-000858,KDMP-00143,2026-08-13,Beras,122,1386000.0
STK-000859,KDMP-00144,2026-03-31,Pupuk,425,8087000.0
STK-000860,KDMP-00144,2026-04-30,Beras,177,3969000.0
STK-000861,KDMP-00144,2026-05-31,Pupuk,371,6613000.0
STK-000862,KDMP-00144,2026-06-30,Beras,204,1861000.0
STK-000863,KDMP-00144,2026-07-31,Sembako Campuran,339,6968000.0
STK-000864,KDMP-00144,2026-08-13,Minyak Goreng,150,1239000.0
STK-000865,KDMP-00145,2026-03-31,Gula,97,2279000.0
STK-000866,KDMP-00145,2026-04-30,Sembako Campuran,181,3933000.0
STK-000867,KDMP-00145,2026-05-31,Minyak Goreng,319,4744000.0
STK-000868,KDMP-00145,2026-06-30,Pupuk,350,6456000.0
STK-000869,KDMP-00145,2026-07-31,Pupuk,290,2781000.0
STK-000870,KDMP-00145,2026-08-13,Gula,169,3539000.0
STK-000871,KDMP-00146,2026-03-31,Sembako Campuran,749,7972000.0
STK-000872,KDMP-00146,2026-04-30,Beras,693,10545000.0
STK-000873,KDMP-00146,2026-05-31,Beras,432,5931000.0
STK-000874,KDMP-00146,2026-06-30,Gula,707,16543000.0
STK-000875,KDMP-00146,2026-07-31,Pupuk,347,4158000.0
STK-000876,KDMP-00146,2026-08-13,Pupuk,630,6095000.0
STK-000877,KDMP-00147,2026-03-31,Beras,63,1510000.0
STK-000878,KDMP-00147,2026-04-30,Minyak Goreng,137,2172000.0
STK-000879,KDMP-00147,2026-05-31,Pupuk,3,39000.0
STK-000880,KDMP-00147,2026-06-30,Pupuk,274,6807000.0
STK-000881,KDMP-00147,2026-07-31,Pupuk,182,1893000.0
STK-000882,KDMP-00147,2026-08-13,Beras,85,1346000.0
STK-000883,KDMP-00148,2026-03-31,Pupuk,727,10286000.0
STK-000884,KDMP-00148,2026-04-30,Minyak Goreng,662,16493000.0
STK-000885,KDMP-00148,2026-05-31,Gula,702,8200000.0
STK-000886,KDMP-00148,2026-06-30,Minyak Goreng,727,12367000.0
STK-000887,KDMP-00148,2026-07-31,Pupuk,381,3520000.0
STK-000888,KDMP-00148,2026-08-13,Minyak Goreng,312,4931000.0
STK-000889,KDMP-00149,2026-03-31,Pupuk,458,5009000.0
STK-000890,KDMP-00149,2026-04-30,Minyak Goreng,605,10271000.0
STK-000891,KDMP-00149,2026-05-31,Pupuk,426,7146000.0
STK-000892,KDMP-00149,2026-06-30,Minyak Goreng,532,8132000.0
STK-000893,KDMP-00149,2026-07-31,Minyak Goreng,462,6659000.0
STK-000894,KDMP-00149,2026-08-13,Minyak Goreng,508,11488000.0
STK-000895,KDMP-00150,2026-03-31,Gula,140,2425000.0
STK-000896,KDMP-00150,2026-04-30,Minyak Goreng,256,3607000.0
STK-000897,KDMP-00150,2026-05-31,Gula,233,4724000.0
STK-000898,KDMP-00150,2026-06-30,Beras,244,4739000.0
STK-000899,KDMP-00150,2026-07-31,Gula,314,7509000.0
STK-000900,KDMP-00150,2026-08-13,Pupuk,230,2065000.0
STK-000901,KDMP-00151,2026-03-31,Pupuk,809,10044000.0
STK-000902,KDMP-00151,2026-04-30,Sembako Campuran,753,18103000.0
STK-000903,KDMP-00151,2026-05-31,Beras,616,10978000.0
STK-000904,KDMP-00151,2026-06-30,Gula,542,12202000.0
STK-000905,KDMP-00151,2026-07-31,Pupuk,835,11141000.0
STK-000906,KDMP-00151,2026-08-13,Sembako Campuran,329,5281000.0
STK-000907,KDMP-00152,2026-03-31,Pupuk,95,1307000.0
STK-000908,KDMP-00152,2026-04-30,Beras,127,2283000.0
STK-000909,KDMP-00152,2026-05-31,Minyak Goreng,107,1328000.0
STK-000910,KDMP-00152,2026-06-30,Minyak Goreng,109,2261000.0
STK-000911,KDMP-00152,2026-07-31,Minyak Goreng,23,207000.0
STK-000912,KDMP-00152,2026-08-13,Beras,57,923000.0
STK-000913,KDMP-00153,2026-03-31,Gula,156,3450000.0
STK-000914,KDMP-00153,2026-04-30,Gula,19,311000.0
STK-000915,KDMP-00153,2026-05-31,Sembako Campuran,105,1121000.0
STK-000916,KDMP-00153,2026-06-30,Gula,36,800000.0
STK-000917,KDMP-00153,2026-07-31,Beras,26,374000.0
STK-000918,KDMP-00153,2026-08-13,Sembako Campuran,96,781000.0
STK-000919,KDMP-00154,2026-03-31,Minyak Goreng,131,1114000.0
STK-000920,KDMP-00154,2026-04-30,Sembako Campuran,343,8481000.0
STK-000921,KDMP-00154,2026-05-31,Minyak Goreng,331,7659000.0
STK-000922,KDMP-00154,2026-06-30,Beras,206,4551000.0
STK-000923,KDMP-00154,2026-07-31,Gula,140,1290000.0
STK-000924,KDMP-00154,2026-08-13,Beras,437,10343000.0
STK-000925,KDMP-00155,2026-03-31,Beras,171,3947000.0
STK-000926,KDMP-00155,2026-04-30,Pupuk,336,8065000.0
STK-000927,KDMP-00155,2026-05-31,Gula,32,481000.0
STK-000928,KDMP-00155,2026-06-30,Minyak Goreng,129,1858000.0
STK-000929,KDMP-00155,2026-07-31,Sembako Campuran,139,2153000.0
STK-000930,KDMP-00155,2026-08-13,Sembako Campuran,64,1577000.0
STK-000931,KDMP-00156,2026-03-31,Gula,461,8099000.0
STK-000932,KDMP-00156,2026-04-30,Pupuk,557,5032000.0
STK-000933,KDMP-00156,2026-05-31,Pupuk,656,16251000.0
STK-000934,KDMP-00156,2026-06-30,Minyak Goreng,519,10665000.0
STK-000935,KDMP-00156,2026-07-31,Gula,493,12252000.0
STK-000936,KDMP-00156,2026-08-13,Sembako Campuran,482,5168000.0
STK-000937,KDMP-00157,2026-03-31,Beras,152,2115000.0
STK-000938,KDMP-00157,2026-04-30,Beras,265,5801000.0
STK-000939,KDMP-00157,2026-05-31,Gula,205,3103000.0
STK-000940,KDMP-00157,2026-06-30,Minyak Goreng,368,5782000.0
STK-000941,KDMP-00157,2026-07-31,Sembako Campuran,232,5710000.0
STK-000942,KDMP-00157,2026-08-13,Pupuk,359,6696000.0
STK-000943,KDMP-00158,2026-03-31,Sembako Campuran,71,1178000.0
STK-000944,KDMP-00158,2026-04-30,Gula,99,1497000.0
STK-000945,KDMP-00158,2026-05-31,Beras,114,2552000.0
STK-000946,KDMP-00158,2026-06-30,Beras,78,1506000.0
STK-000947,KDMP-00158,2026-07-31,Beras,143,1562000.0
STK-000948,KDMP-00158,2026-08-13,Pupuk,132,3085000.0
STK-000949,KDMP-00159,2026-03-31,Pupuk,343,2934000.0
STK-000950,KDMP-00159,2026-04-30,Minyak Goreng,701,12577000.0
STK-000951,KDMP-00159,2026-05-31,Minyak Goreng,506,5703000.0
STK-000952,KDMP-00159,2026-06-30,Beras,834,10141000.0
STK-000953,KDMP-00159,2026-07-31,Pupuk,799,18696000.0
STK-000954,KDMP-00159,2026-08-13,Minyak Goreng,1045,10377000.0
STK-000955,KDMP-00160,2026-03-31,Beras,158,3403000.0
STK-000956,KDMP-00160,2026-04-30,Sembako Campuran,181,3000000.0
STK-000957,KDMP-00160,2026-05-31,Sembako Campuran,195,4157000.0
STK-000958,KDMP-00160,2026-06-30,Minyak Goreng,323,3642000.0
STK-000959,KDMP-00160,2026-07-31,Sembako Campuran,203,4796000.0
STK-000960,KDMP-00160,2026-08-13,Pupuk,147,2519000.0
STK-000961,KDMP-00161,2026-03-31,Minyak Goreng,332,8299000.0
STK-000962,KDMP-00161,2026-04-30,Pupuk,326,6979000.0
STK-000963,KDMP-00161,2026-05-31,Pupuk,336,3017000.0
STK-000964,KDMP-00161,2026-06-30,Sembako Campuran,242,5670000.0
STK-000965,KDMP-00161,2026-07-31,Minyak Goreng,161,1442000.0
STK-000966,KDMP-00161,2026-08-13,Gula,246,2796000.0
STK-000967,KDMP-00162,2026-03-31,Beras,282,3588000.0
STK-000968,KDMP-00162,2026-04-30,Pupuk,246,4458000.0
STK-000969,KDMP-00162,2026-05-31,Pupuk,286,6672000.0
STK-000970,KDMP-00162,2026-06-30,Minyak Goreng,797,14315000.0
STK-000971,KDMP-00162,2026-07-31,Gula,338,4020000.0
STK-000972,KDMP-00162,2026-08-13,Gula,715,7277000.0
STK-000973,KDMP-00163,2026-03-31,Sembako Campuran,587,7874000.0
STK-000974,KDMP-00163,2026-04-30,Minyak Goreng,592,8591000.0
STK-000975,KDMP-00163,2026-05-31,Gula,833,12693000.0
STK-000976,KDMP-00163,2026-06-30,Sembako Campuran,166,1341000.0
STK-000977,KDMP-00163,2026-07-31,Pupuk,226,3856000.0
STK-000978,KDMP-00163,2026-08-13,Minyak Goreng,96,868000.0
STK-000979,KDMP-00164,2026-03-31,Pupuk,169,3337000.0
STK-000980,KDMP-00164,2026-04-30,Minyak Goreng,217,2735000.0
STK-000981,KDMP-00164,2026-05-31,Beras,264,3456000.0
STK-000982,KDMP-00164,2026-06-30,Gula,208,4908000.0
STK-000983,KDMP-00164,2026-07-31,Minyak Goreng,147,2689000.0
STK-000984,KDMP-00164,2026-08-13,Minyak Goreng,201,4547000.0
STK-000985,KDMP-00165,2026-03-31,Pupuk,336,4038000.0
STK-000986,KDMP-00165,2026-04-30,Sembako Campuran,339,6748000.0
STK-000987,KDMP-00165,2026-05-31,Beras,290,5948000.0
STK-000988,KDMP-00165,2026-06-30,Gula,222,3635000.0
STK-000989,KDMP-00165,2026-07-31,Minyak Goreng,168,2985000.0
STK-000990,KDMP-00165,2026-08-13,Sembako Campuran,225,4053000.0
STK-000991,KDMP-00166,2026-03-31,Beras,416,9499000.0
STK-000992,KDMP-00166,2026-04-30,Pupuk,579,9976000.0
STK-000993,KDMP-00166,2026-05-31,Pupuk,487,11210000.0
STK-000994,KDMP-00166,2026-06-30,Sembako Campuran,674,9509000.0
STK-000995,KDMP-00166,2026-07-31,Pupuk,93,1600000.0
STK-000996,KDMP-00166,2026-08-13,Gula,70,1129000.0
STK-000997,KDMP-00167,2026-03-31,Gula,329,5473000.0
STK-000998,KDMP-00167,2026-04-30,Pupuk,693,14720000.0
STK-000999,KDMP-00167,2026-05-31,Pupuk,413,8781000.0
STK-001000,KDMP-00167,2026-06-30,Minyak Goreng,365,6554000.0
STK-001001,KDMP-00167,2026-07-31,Beras,408,9295000.0
STK-001002,KDMP-00167,2026-08-13,Gula,652,9125000.0
STK-001003,KDMP-00168,2026-03-31,Minyak Goreng,775,10151000.0
STK-001004,KDMP-00168,2026-04-30,Minyak Goreng,418,8748000.0
STK-001005,KDMP-00168,2026-05-31,Minyak Goreng,365,8788000.0
STK-001006,KDMP-00168,2026-06-30,Sembako Campuran,441,5683000.0
STK-001007,KDMP-00168,2026-07-31,Gula,115,946000.0
STK-001008,KDMP-00168,2026-08-13,Minyak Goreng,345,5360000.0
STK-001009,KDMP-00169,2026-03-31,Pupuk,295,6967000.0
STK-001010,KDMP-00169,2026-04-30,Gula,353,6309000.0
STK-001011,KDMP-00169,2026-05-31,Beras,319,7085000.0
STK-001012,KDMP-00169,2026-06-30,Beras,397,3681000.0
STK-001013,KDMP-00169,2026-07-31,Sembako Campuran,454,9521000.0
STK-001014,KDMP-00169,2026-08-13,Gula,390,5095000.0
STK-001015,KDMP-00170,2026-03-31,Beras,799,9410000.0
STK-001016,KDMP-00170,2026-04-30,Sembako Campuran,573,4791000.0
STK-001017,KDMP-00170,2026-05-31,Gula,549,4740000.0
STK-001018,KDMP-00170,2026-06-30,Gula,350,6876000.0
STK-001019,KDMP-00170,2026-07-31,Minyak Goreng,355,8728000.0
STK-001020,KDMP-00170,2026-08-13,Pupuk,422,7148000.0
STK-001021,KDMP-00171,2026-03-31,Minyak Goreng,182,2162000.0
STK-001022,KDMP-00171,2026-04-30,Gula,184,2863000.0
STK-001023,KDMP-00171,2026-05-31,Minyak Goreng,342,6651000.0
STK-001024,KDMP-00171,2026-06-30,Beras,412,8805000.0
STK-001025,KDMP-00171,2026-07-31,Pupuk,386,7138000.0
STK-001026,KDMP-00171,2026-08-13,Minyak Goreng,496,6495000.0
STK-001027,KDMP-00172,2026-03-31,Pupuk,556,7057000.0
STK-001028,KDMP-00172,2026-04-30,Gula,692,10945000.0
STK-001029,KDMP-00172,2026-05-31,Gula,832,14058000.0
STK-001030,KDMP-00172,2026-06-30,Gula,912,18956000.0
STK-001031,KDMP-00172,2026-07-31,Pupuk,456,5594000.0
STK-001032,KDMP-00172,2026-08-13,Gula,828,18149000.0
STK-001033,KDMP-00173,2026-03-31,Beras,620,14007000.0
STK-001034,KDMP-00173,2026-04-30,Gula,566,14131000.0
STK-001035,KDMP-00173,2026-05-31,Minyak Goreng,654,7149000.0
STK-001036,KDMP-00173,2026-06-30,Gula,364,6380000.0
STK-001037,KDMP-00173,2026-07-31,Gula,734,6842000.0
STK-001038,KDMP-00173,2026-08-13,Pupuk,431,6587000.0
STK-001039,KDMP-00174,2026-03-31,Pupuk,325,4748000.0
STK-001040,KDMP-00174,2026-04-30,Pupuk,353,2889000.0
STK-001041,KDMP-00174,2026-05-31,Minyak Goreng,347,4957000.0
STK-001042,KDMP-00174,2026-06-30,Sembako Campuran,276,4169000.0
STK-001043,KDMP-00174,2026-07-31,Sembako Campuran,210,2297000.0
STK-001044,KDMP-00174,2026-08-13,Beras,198,1797000.0
STK-001045,KDMP-00175,2026-03-31,Sembako Campuran,132,1816000.0
STK-001046,KDMP-00175,2026-04-30,Pupuk,317,4222000.0
STK-001047,KDMP-00175,2026-05-31,Pupuk,214,2725000.0
STK-001048,KDMP-00175,2026-06-30,Beras,305,6771000.0
STK-001049,KDMP-00175,2026-07-31,Pupuk,185,3158000.0
STK-001050,KDMP-00175,2026-08-13,Gula,139,2267000.0
STK-001051,KDMP-00176,2026-03-31,Sembako Campuran,499,7857000.0
STK-001052,KDMP-00176,2026-04-30,Gula,407,3610000.0
STK-001053,KDMP-00176,2026-05-31,Pupuk,689,15389000.0
STK-001054,KDMP-00176,2026-06-30,Gula,488,7339000.0
STK-001055,KDMP-00176,2026-07-31,Gula,765,15939000.0
STK-001056,KDMP-00176,2026-08-13,Beras,794,19373000.0
STK-001057,KDMP-00177,2026-03-31,Sembako Campuran,549,10869000.0
STK-001058,KDMP-00177,2026-04-30,Beras,637,11690000.0
STK-001059,KDMP-00177,2026-05-31,Minyak Goreng,407,6545000.0
STK-001060,KDMP-00177,2026-06-30,Pupuk,14,297000.0
STK-001061,KDMP-00177,2026-07-31,Sembako Campuran,75,1429000.0
STK-001062,KDMP-00177,2026-08-13,Gula,27,324000.0
STK-001063,KDMP-00178,2026-03-31,Beras,80,1099000.0
STK-001064,KDMP-00178,2026-04-30,Gula,38,476000.0
STK-001065,KDMP-00178,2026-05-31,Gula,36,305000.0
STK-001066,KDMP-00178,2026-06-30,Gula,87,729000.0
STK-001067,KDMP-00178,2026-07-31,Sembako Campuran,87,2034000.0
STK-001068,KDMP-00178,2026-08-13,Gula,19,211000.0
STK-001069,KDMP-00179,2026-03-31,Pupuk,322,5722000.0
STK-001070,KDMP-00179,2026-04-30,Gula,330,6966000.0
STK-001071,KDMP-00179,2026-05-31,Sembako Campuran,252,3426000.0
STK-001072,KDMP-00179,2026-06-30,Beras,277,6022000.0
STK-001073,KDMP-00179,2026-07-31,Minyak Goreng,239,4239000.0
STK-001074,KDMP-00179,2026-08-13,Sembako Campuran,210,4166000.0
STK-001075,KDMP-00180,2026-03-31,Gula,331,5358000.0
STK-001076,KDMP-00180,2026-04-30,Pupuk,345,7445000.0
STK-001077,KDMP-00180,2026-05-31,Sembako Campuran,366,6890000.0
STK-001078,KDMP-00180,2026-06-30,Beras,278,5506000.0
STK-001079,KDMP-00180,2026-07-31,Beras,254,3857000.0
STK-001080,KDMP-00180,2026-08-13,Beras,148,3004000.0
STK-001081,KDMP-00181,2026-03-31,Beras,30,668000.0
STK-001082,KDMP-00181,2026-04-30,Beras,24,572000.0
STK-001083,KDMP-00181,2026-05-31,Minyak Goreng,141,2519000.0
STK-001084,KDMP-00181,2026-06-30,Sembako Campuran,80,1477000.0
STK-001085,KDMP-00181,2026-07-31,Sembako Campuran,148,2418000.0
STK-001086,KDMP-00181,2026-08-13,Minyak Goreng,98,2393000.0
STK-001087,KDMP-00182,2026-03-31,Beras,464,4425000.0
STK-001088,KDMP-00182,2026-04-30,Pupuk,799,10575000.0
STK-001089,KDMP-00182,2026-05-31,Minyak Goreng,610,6516000.0
STK-001090,KDMP-00182,2026-06-30,Minyak Goreng,683,13440000.0
STK-001091,KDMP-00182,2026-07-31,Pupuk,386,8148000.0
STK-001092,KDMP-00182,2026-08-13,Beras,858,15638000.0
STK-001093,KDMP-00183,2026-03-31,Gula,146,2572000.0
STK-001094,KDMP-00183,2026-04-30,Beras,323,5872000.0
STK-001095,KDMP-00183,2026-05-31,Beras,329,5088000.0
STK-001096,KDMP-00183,2026-06-30,Pupuk,396,6739000.0
STK-001097,KDMP-00183,2026-07-31,Pupuk,398,8208000.0
STK-001098,KDMP-00183,2026-08-13,Minyak Goreng,238,2124000.0
STK-001099,KDMP-00184,2026-03-31,Beras,332,7296000.0
STK-001100,KDMP-00184,2026-04-30,Sembako Campuran,269,4047000.0
STK-001101,KDMP-00184,2026-05-31,Pupuk,130,2441000.0
STK-001102,KDMP-00184,2026-06-30,Sembako Campuran,320,4430000.0
STK-001103,KDMP-00184,2026-07-31,Beras,337,7869000.0
STK-001104,KDMP-00184,2026-08-13,Sembako Campuran,278,3418000.0
STK-001105,KDMP-00185,2026-03-31,Sembako Campuran,77,1796000.0
STK-001106,KDMP-00185,2026-04-30,Beras,0,0.0
STK-001107,KDMP-00185,2026-05-31,Minyak Goreng,7,127000.0
STK-001108,KDMP-00185,2026-06-30,Beras,45,701000.0
STK-001109,KDMP-00185,2026-07-31,Sembako Campuran,81,1391000.0
STK-001110,KDMP-00185,2026-08-13,Gula,163,3684000.0
STK-001111,KDMP-00186,2026-03-31,Gula,15,162000.0
STK-001112,KDMP-00186,2026-04-30,Pupuk,81,1709000.0
STK-001113,KDMP-00186,2026-05-31,Beras,48,1156000.0
STK-001114,KDMP-00186,2026-06-30,Pupuk,78,1499000.0
STK-001115,KDMP-00186,2026-07-31,Pupuk,34,646000.0
STK-001116,KDMP-00186,2026-08-13,Sembako Campuran,70,563000.0
STK-001117,KDMP-00187,2026-03-31,Gula,132,3041000.0
STK-001118,KDMP-00187,2026-04-30,Gula,29,465000.0
STK-001119,KDMP-00187,2026-05-31,Beras,74,1259000.0
STK-001120,KDMP-00187,2026-06-30,Minyak Goreng,15,134000.0
STK-001121,KDMP-00187,2026-07-31,Pupuk,51,991000.0
STK-001122,KDMP-00187,2026-08-13,Gula,20,433000.0
STK-001123,KDMP-00188,2026-03-31,Sembako Campuran,421,5179000.0
STK-001124,KDMP-00188,2026-04-30,Beras,855,19921000.0
STK-001125,KDMP-00188,2026-05-31,Minyak Goreng,694,9035000.0
STK-001126,KDMP-00188,2026-06-30,Gula,667,9576000.0
STK-001127,KDMP-00188,2026-07-31,Minyak Goreng,664,15909000.0
STK-001128,KDMP-00188,2026-08-13,Minyak Goreng,628,7679000.0
STK-001129,KDMP-00189,2026-03-31,Beras,548,8589000.0
STK-001130,KDMP-00189,2026-04-30,Beras,535,11202000.0
STK-001131,KDMP-00189,2026-05-31,Pupuk,669,8107000.0
STK-001132,KDMP-00189,2026-06-30,Beras,598,11796000.0
STK-001133,KDMP-00189,2026-07-31,Pupuk,311,6528000.0
STK-001134,KDMP-00189,2026-08-13,Gula,219,3736000.0
STK-001135,KDMP-00190,2026-03-31,Beras,358,4558000.0
STK-001136,KDMP-00190,2026-04-30,Pupuk,399,8802000.0
STK-001137,KDMP-00190,2026-05-31,Beras,896,15497000.0
STK-001138,KDMP-00190,2026-06-30,Gula,709,11117000.0
STK-001139,KDMP-00190,2026-07-31,Gula,495,11862000.0
STK-001140,KDMP-00190,2026-08-13,Minyak Goreng,883,21486000.0
STK-001141,KDMP-00191,2026-03-31,Sembako Campuran,41,890000.0
STK-001142,KDMP-00191,2026-04-30,Sembako Campuran,126,1881000.0
STK-001143,KDMP-00191,2026-05-31,Gula,47,624000.0
STK-001144,KDMP-00191,2026-06-30,Minyak Goreng,143,2764000.0
STK-001145,KDMP-00191,2026-07-31,Sembako Campuran,8,99000.0
STK-001146,KDMP-00191,2026-08-13,Sembako Campuran,34,828000.0
STK-001147,KDMP-00192,2026-03-31,Beras,126,1901000.0
STK-001148,KDMP-00192,2026-04-30,Gula,422,7459000.0
STK-001149,KDMP-00192,2026-05-31,Sembako Campuran,346,4985000.0
STK-001150,KDMP-00192,2026-06-30,Minyak Goreng,417,7996000.0
STK-001151,KDMP-00192,2026-07-31,Sembako Campuran,332,7121000.0
STK-001152,KDMP-00192,2026-08-13,Gula,199,3462000.0
STK-001153,KDMP-00193,2026-03-31,Gula,294,4925000.0
STK-001154,KDMP-00193,2026-04-30,Gula,183,4315000.0
STK-001155,KDMP-00193,2026-05-31,Minyak Goreng,133,1640000.0
STK-001156,KDMP-00193,2026-06-30,Sembako Campuran,298,6475000.0
STK-001157,KDMP-00193,2026-07-31,Sembako Campuran,115,1311000.0
STK-001158,KDMP-00193,2026-08-13,Minyak Goreng,260,4730000.0
STK-001159,KDMP-00194,2026-03-31,Beras,702,5966000.0
STK-001160,KDMP-00194,2026-04-30,Gula,338,8329000.0
STK-001161,KDMP-00194,2026-05-31,Beras,405,7488000.0
STK-001162,KDMP-00194,2026-06-30,Minyak Goreng,448,8550000.0
STK-001163,KDMP-00194,2026-07-31,Sembako Campuran,652,13319000.0
STK-001164,KDMP-00194,2026-08-13,Sembako Campuran,277,2295000.0
STK-001165,KDMP-00195,2026-03-31,Sembako Campuran,457,4839000.0
STK-001166,KDMP-00195,2026-04-30,Gula,261,4807000.0
STK-001167,KDMP-00195,2026-05-31,Minyak Goreng,757,10994000.0
STK-001168,KDMP-00195,2026-06-30,Pupuk,749,14871000.0
STK-001169,KDMP-00195,2026-07-31,Minyak Goreng,603,14764000.0
STK-001170,KDMP-00195,2026-08-13,Minyak Goreng,455,6245000.0
STK-001171,KDMP-00196,2026-03-31,Gula,150,3733000.0
STK-001172,KDMP-00196,2026-04-30,Pupuk,131,2434000.0
STK-001173,KDMP-00196,2026-05-31,Sembako Campuran,90,911000.0
STK-001174,KDMP-00196,2026-06-30,Beras,325,5612000.0
STK-001175,KDMP-00196,2026-07-31,Minyak Goreng,274,4066000.0
STK-001176,KDMP-00196,2026-08-13,Minyak Goreng,98,1882000.0
STK-001177,KDMP-00197,2026-03-31,Gula,309,5706000.0
STK-001178,KDMP-00197,2026-04-30,Gula,567,10048000.0
STK-001179,KDMP-00197,2026-05-31,Pupuk,706,16634000.0
STK-001180,KDMP-00197,2026-06-30,Pupuk,325,3970000.0
STK-001181,KDMP-00197,2026-07-31,Minyak Goreng,372,4009000.0
STK-001182,KDMP-00197,2026-08-13,Sembako Campuran,758,12277000.0
STK-001183,KDMP-00198,2026-03-31,Gula,225,1849000.0
STK-001184,KDMP-00198,2026-04-30,Gula,175,1904000.0
