skor_id,koperasi_id,periode,skor_transaksi,skor_stok,skor_pelaporan,skor_komposit,kategori,prediksi_risiko_3bln
SKR-KDMP-00085-2026-04,KDMP-00085,2026-04,51.1,22.2,73.6,49.0,Waspada,46.6
SKR-KDMP-00085-2026-05,KDMP-00085,2026-05,33.7,40.7,78.1,50.8,Waspada,42.6
SKR-KDMP-00085-2026-06,KDMP-00085,2026-06,49.4,27.3,53.2,43.3,Waspada,63.3
SKR-KDMP-00085-2026-07,KDMP-00085,2026-07,44.3,21.2,70.7,45.4,Waspada,57.6
SKR-KDMP-00085-2026-08,KDMP-00085,2026-08,56.7,55.1,66.7,59.5,Waspada,22.5
SKR-KDMP-00086-2026-03,KDMP-00086,2026-03,89.1,82.8,96.9,89.6,Sehat,12.6
SKR-KDMP-00086-2026-04,KDMP-00086,2026-04,89.5,99.0,90.2,92.9,Sehat,12.0
SKR-KDMP-00086-2026-05,KDMP-00086,2026-05,68.3,76.8,96.3,80.5,Sehat,26.1
SKR-KDMP-00086-2026-06,KDMP-00086,2026-06,27.9,43.4,70.8,47.4,Waspada,90.8
SKR-KDMP-00086-2026-07,KDMP-00086,2026-07,35.4,39.9,50.2,41.8,Waspada,90.4
SKR-KDMP-00086-2026-08,KDMP-00086,2026-08,45.7,36.9,62.4,48.3,Waspada,49.4
SKR-KDMP-00087-2026-03,KDMP-00087,2026-03,91.7,99.5,92.8,94.7,Sehat,11.1
SKR-KDMP-00087-2026-04,KDMP-00087,2026-04,95.1,73.2,86.6,85.0,Sehat,15.4
SKR-KDMP-00087-2026-05,KDMP-00087,2026-05,72.0,75.0,79.3,75.4,Sehat,43.3
SKR-KDMP-00087-2026-06,KDMP-00087,2026-06,76.4,78.3,81.2,78.6,Sehat,25.9
SKR-KDMP-00087-2026-07,KDMP-00087,2026-07,74.4,76.8,67.4,72.9,Sehat,29.3
SKR-KDMP-00087-2026-08,KDMP-00087,2026-08,65.0,65.7,57.4,62.7,Waspada,56.0
SKR-KDMP-00088-2026-03,KDMP-00088,2026-03,67.0,72.5,65.7,68.4,Waspada,31.0
SKR-KDMP-00088-2026-04,KDMP-00088,2026-04,56.1,60.6,76.2,64.3,Waspada,33.6
SKR-KDMP-00088-2026-05,KDMP-00088,2026-05,49.4,35.6,68.3,51.1,Waspada,66.8
SKR-KDMP-00088-2026-06,KDMP-00088,2026-06,38.8,51.0,67.0,52.3,Waspada,61.2
SKR-KDMP-00088-2026-07,KDMP-00088,2026-07,14.4,37.9,42.7,31.7,Kritis,87.2
SKR-KDMP-00088-2026-08,KDMP-00088,2026-08,37.0,22.0,32.4,30.5,Kritis,87.7
SKR-KDMP-00089-2026-03,KDMP-00089,2026-03,33.7,19.2,43.6,32.2,Kritis,69.3
SKR-KDMP-00089-2026-04,KDMP-00089,2026-04,50.8,24.2,57.1,44.0,Waspada,54.1
SKR-KDMP-00089-2026-05,KDMP-00089,2026-05,50.6,39.9,69.0,53.2,Waspada,22.8
SKR-KDMP-00089-2026-06,KDMP-00089,2026-06,55.2,37.1,83.5,58.6,Waspada,22.2
SKR-KDMP-00089-2026-07,KDMP-00089,2026-07,58.3,69.2,68.1,65.2,Waspada,22.6
SKR-KDMP-00089-2026-08,KDMP-00089,2026-08,52.7,38.6,58.0,49.8,Waspada,60.5
SKR-KDMP-00090-2026-03,KDMP-00090,2026-03,86.9,88.4,100.0,91.8,Sehat,11.7
SKR-KDMP-00090-2026-04,KDMP-00090,2026-04,79.4,70.7,100.0,83.4,Sehat,15.8
SKR-KDMP-00090-2026-05,KDMP-00090,2026-05,92.8,54.8,78.7,75.4,Sehat,36.9
SKR-KDMP-00090-2026-06,KDMP-00090,2026-06,57.7,72.7,73.8,68.1,Waspada,48.1
SKR-KDMP-00090-2026-07,KDMP-00090,2026-07,47.7,75.8,69.3,64.3,Waspada,48.8
SKR-KDMP-00090-2026-08,KDMP-00090,2026-08,63.8,81.8,55.9,67.2,Waspada,35.1
SKR-KDMP-00091-2026-03,KDMP-00091,2026-03,50.8,43.9,70.7,55.1,Waspada,42.6
SKR-KDMP-00091-2026-04,KDMP-00091,2026-04,48.7,43.9,71.5,54.7,Waspada,43.0
SKR-KDMP-00091-2026-05,KDMP-00091,2026-05,50.4,26.3,66.5,47.7,Waspada,58.6
SKR-KDMP-00091-2026-06,KDMP-00091,2026-06,26.6,51.0,56.6,44.7,Waspada,69.1
SKR-KDMP-00091-2026-07,KDMP-00091,2026-07,32.3,37.1,43.2,37.5,Kritis,75.9
SKR-KDMP-00091-2026-08,KDMP-00091,2026-08,35.1,37.4,38.9,37.1,Kritis,74.0
SKR-KDMP-00092-2026-03,KDMP-00092,2026-03,28.7,59.8,67.2,51.9,Waspada,49.5
SKR-KDMP-00092-2026-04,KDMP-00092,2026-04,31.8,55.6,81.1,56.2,Waspada,42.0
SKR-KDMP-00092-2026-05,KDMP-00092,2026-05,53.4,28.8,52.0,44.7,Waspada,63.8
SKR-KDMP-00092-2026-06,KDMP-00092,2026-06,56.2,55.8,80.4,64.1,Waspada,24.2
SKR-KDMP-00092-2026-07,KDMP-00092,2026-07,52.7,34.3,74.1,53.7,Waspada,33.4
SKR-KDMP-00092-2026-08,KDMP-00092,2026-08,43.9,25.3,81.3,50.2,Waspada,61.3
SKR-KDMP-00093-2026-03,KDMP-00093,2026-03,4.0,3.5,32.4,13.3,Kritis,85.1
SKR-KDMP-00093-2026-04,KDMP-00093,2026-04,4.0,7.1,19.5,10.2,Kritis,87.8
SKR-KDMP-00093-2026-05,KDMP-00093,2026-05,14.0,14.4,9.5,12.6,Kritis,87.4
SKR-KDMP-00093-2026-06,KDMP-00093,2026-06,4.5,9.3,44.4,19.4,Kritis,72.7
SKR-KDMP-00093-2026-07,KDMP-00093,2026-07,3.0,19.7,37.3,20.0,Kritis,75.7
SKR-KDMP-00093-2026-08,KDMP-00093,2026-08,3.8,34.3,37.2,25.1,Kritis,73.7
SKR-KDMP-00094-2026-03,KDMP-00094,2026-03,16.0,9.1,46.3,23.8,Kritis,76.6
SKR-KDMP-00094-2026-04,KDMP-00094,2026-04,26.0,2.0,34.0,20.7,Kritis,79.3
SKR-KDMP-00094-2026-05,KDMP-00094,2026-05,14.5,16.2,7.5,12.7,Kritis,92.1
SKR-KDMP-00094-2026-06,KDMP-00094,2026-06,43.1,35.6,57.4,45.4,Waspada,26.1
SKR-KDMP-00094-2026-07,KDMP-00094,2026-07,36.6,53.8,75.7,55.4,Waspada,9.3
SKR-KDMP-00094-2026-08,KDMP-00094,2026-08,39.5,35.4,61.4,45.4,Waspada,55.1
SKR-KDMP-00095-2026-03,KDMP-00095,2026-03,58.8,77.8,61.8,66.1,Waspada,34.7
SKR-KDMP-00095-2026-04,KDMP-00095,2026-04,42.7,41.9,81.6,55.4,Waspada,41.8
SKR-KDMP-00095-2026-05,KDMP-00095,2026-05,74.2,49.5,88.5,70.7,Sehat,20.0
SKR-KDMP-00095-2026-06,KDMP-00095,2026-06,97.7,88.4,100.0,95.4,Sehat,1.6
SKR-KDMP-00095-2026-07,KDMP-00095,2026-07,76.6,65.2,100.0,80.6,Sehat,11.9
SKR-KDMP-00095-2026-08,KDMP-00095,2026-08,97.1,77.8,100.0,91.6,Sehat,12.7
SKR-KDMP-00096-2026-03,KDMP-00096,2026-03,13.5,1.3,35.9,16.9,Kritis,82.1
SKR-KDMP-00096-2026-04,KDMP-00096,2026-04,11.7,15.9,6.7,11.4,Kritis,88.2
SKR-KDMP-00096-2026-05,KDMP-00096,2026-05,15.3,10.4,45.1,23.6,Kritis,70.4
SKR-KDMP-00096-2026-06,KDMP-00096,2026-06,16.2,6.6,20.4,14.4,Kritis,83.5
SKR-KDMP-00096-2026-07,KDMP-00096,2026-07,3.0,6.6,45.5,18.4,Kritis,84.3
SKR-KDMP-00096-2026-08,KDMP-00096,2026-08,3.8,7.1,41.5,17.5,Kritis,79.8
SKR-KDMP-00097-2026-03,KDMP-00097,2026-03,37.0,51.5,61.4,50.0,Waspada,51.0
SKR-KDMP-00097-2026-04,KDMP-00097,2026-04,60.1,42.9,61.7,54.9,Waspada,42.9
SKR-KDMP-00097-2026-05,KDMP-00097,2026-05,44.4,20.2,69.2,44.6,Waspada,59.3
SKR-KDMP-00097-2026-06,KDMP-00097,2026-06,27.7,63.6,71.2,54.2,Waspada,47.0
SKR-KDMP-00097-2026-07,KDMP-00097,2026-07,32.8,48.5,53.3,44.9,Waspada,58.0
SKR-KDMP-00097-2026-08,KDMP-00097,2026-08,43.2,50.8,80.8,58.3,Waspada,33.7
SKR-KDMP-00098-2026-03,KDMP-00098,2026-03,77.1,68.7,100.0,81.9,Sehat,16.4
SKR-KDMP-00098-2026-04,KDMP-00098,2026-04,81.4,93.4,97.7,90.8,Sehat,12.4
SKR-KDMP-00098-2026-05,KDMP-00098,2026-05,97.1,90.4,83.2,90.2,Sehat,9.5
SKR-KDMP-00098-2026-06,KDMP-00098,2026-06,85.1,89.9,83.7,86.2,Sehat,19.1
SKR-KDMP-00098-2026-07,KDMP-00098,2026-07,67.2,56.6,68.7,64.2,Waspada,63.9
SKR-KDMP-00098-2026-08,KDMP-00098,2026-08,49.4,65.2,53.3,56.0,Waspada,77.9
SKR-KDMP-00099-2026-03,KDMP-00099,2026-03,27.1,38.4,52.9,39.5,Kritis,63.0
SKR-KDMP-00099-2026-04,KDMP-00099,2026-04,36.1,50.5,52.2,46.3,Waspada,55.9
SKR-KDMP-00099-2026-05,KDMP-00099,2026-05,15.0,61.6,70.1,48.9,Waspada,42.5
SKR-KDMP-00099-2026-06,KDMP-00099,2026-06,54.2,60.1,67.2,60.5,Waspada,23.9
SKR-KDMP-00099-2026-07,KDMP-00099,2026-07,54.3,60.6,63.9,59.6,Waspada,28.8
SKR-KDMP-00099-2026-08,KDMP-00099,2026-08,61.5,50.0,50.8,54.1,Waspada,54.0
SKR-KDMP-00100-2026-03,KDMP-00100,2026-03,13.8,8.6,34.4,18.9,Kritis,81.4
SKR-KDMP-00100-2026-04,KDMP-00100,2026-04,12.5,11.4,15.3,13.1,Kritis,86.6
SKR-KDMP-00100-2026-05,KDMP-00100,2026-05,16.5,6.6,41.2,21.4,Kritis,76.4
SKR-KDMP-00100-2026-06,KDMP-00100,2026-06,28.2,16.7,23.7,22.9,Kritis,70.8
SKR-KDMP-00100-2026-07,KDMP-00100,2026-07,11.9,20.7,23.8,18.8,Kritis,84.8
SKR-KDMP-00100-2026-08,KDMP-00100,2026-08,3.8,22.7,25.0,17.2,Kritis,87.5
SKR-KDMP-00101-2026-03,KDMP-00101,2026-03,14.3,11.9,40.9,22.4,Kritis,78.4
SKR-KDMP-00101-2026-04,KDMP-00101,2026-04,4.0,15.9,18.8,12.9,Kritis,87.0
SKR-KDMP-00101-2026-05,KDMP-00101,2026-05,15.5,9.6,10.0,11.7,Kritis,91.9
SKR-KDMP-00101-2026-06,KDMP-00101,2026-06,59.0,45.5,75.5,60.0,Waspada,5.4
SKR-KDMP-00101-2026-07,KDMP-00101,2026-07,60.1,74.2,59.4,64.6,Waspada,4.6
SKR-KDMP-00101-2026-08,KDMP-00101,2026-08,44.4,58.6,61.7,54.9,Waspada,52.3
SKR-KDMP-00102-2026-03,KDMP-00102,2026-03,33.0,34.8,47.8,38.5,Kritis,64.0
SKR-KDMP-00102-2026-04,KDMP-00102,2026-04,45.7,44.9,51.6,47.4,Waspada,53.5
SKR-KDMP-00102-2026-05,KDMP-00102,2026-05,25.0,56.8,48.1,43.3,Waspada,56.3
SKR-KDMP-00102-2026-06,KDMP-00102,2026-06,26.1,55.1,80.1,53.8,Waspada,37.5
SKR-KDMP-00102-2026-07,KDMP-00102,2026-07,68.6,36.4,64.2,56.4,Waspada,26.6
SKR-KDMP-00102-2026-08,KDMP-00102,2026-08,63.0,42.9,88.3,64.7,Waspada,20.0
SKR-KDMP-00103-2026-03,KDMP-00103,2026-03,75.4,64.4,87.7,75.8,Sehat,21.4
SKR-KDMP-00103-2026-04,KDMP-00103,2026-04,92.3,100.0,94.1,95.5,Sehat,10.2
SKR-KDMP-00103-2026-05,KDMP-00103,2026-05,59.0,93.9,96.3,83.1,Sehat,13.9
SKR-KDMP-00103-2026-06,KDMP-00103,2026-06,92.7,90.4,93.9,92.3,Sehat,13.1
SKR-KDMP-00103-2026-07,KDMP-00103,2026-07,76.9,70.2,85.8,77.6,Sehat,25.8
SKR-KDMP-00103-2026-08,KDMP-00103,2026-08,77.3,78.3,91.8,82.5,Sehat,24.3
SKR-KDMP-00104-2026-03,KDMP-00104,2026-03,4.0,10.9,21.7,12.2,Kritis,86.7
SKR-KDMP-00104-2026-04,KDMP-00104,2026-04,12.2,13.6,29.7,18.5,Kritis,82.1
SKR-KDMP-00104-2026-05,KDMP-00104,2026-05,5.1,0.8,46.6,17.5,Kritis,77.2
SKR-KDMP-00104-2026-06,KDMP-00104,2026-06,4.5,15.7,44.0,21.4,Kritis,77.1
SKR-KDMP-00104-2026-07,KDMP-00104,2026-07,29.5,17.9,56.2,34.5,Kritis,45.8
SKR-KDMP-00104-2026-08,KDMP-00104,2026-08,20.2,2.5,58.1,26.9,Kritis,67.1
SKR-KDMP-00105-2026-03,KDMP-00105,2026-03,65.5,49.5,78.7,64.6,Waspada,31.3
SKR-KDMP-00105-2026-04,KDMP-00105,2026-04,55.8,33.8,66.7,52.1,Waspada,45.9
SKR-KDMP-00105-2026-05,KDMP-00105,2026-05,30.8,17.9,51.6,33.4,Kritis,90.2
SKR-KDMP-00105-2026-06,KDMP-00105,2026-06,44.6,53.0,53.8,50.5,Waspada,51.9
SKR-KDMP-00105-2026-07,KDMP-00105,2026-07,31.6,14.1,47.9,31.2,Kritis,72.7
SKR-KDMP-00105-2026-08,KDMP-00105,2026-08,15.4,23.7,46.5,28.5,Kritis,88.7
SKR-KDMP-00106-2026-03,KDMP-00106,2026-03,87.9,96.5,88.3,90.9,Sehat,13.1
SKR-KDMP-00106-2026-04,KDMP-00106,2026-04,80.7,74.7,80.0,78.5,Sehat,21.0
SKR-KDMP-00106-2026-05,KDMP-00106,2026-05,92.0,70.7,94.9,85.9,Sehat,16.8
SKR-KDMP-00106-2026-06,KDMP-00106,2026-06,80.9,70.7,85.6,79.1,Sehat,19.2
SKR-KDMP-00106-2026-07,KDMP-00106,2026-07,75.6,50.5,82.7,69.6,Waspada,43.2
SKR-KDMP-00106-2026-08,KDMP-00106,2026-08,84.2,98.0,82.7,88.3,Sehat,10.0
SKR-KDMP-00107-2026-03,KDMP-00107,2026-03,83.6,71.2,61.5,72.1,Sehat,27.1
SKR-KDMP-00107-2026-04,KDMP-00107,2026-04,88.8,62.6,74.5,75.3,Sehat,22.1
SKR-KDMP-00107-2026-05,KDMP-00107,2026-05,91.3,74.2,90.2,85.2,Sehat,8.5
SKR-KDMP-00107-2026-06,KDMP-00107,2026-06,80.6,67.2,96.4,81.4,Sehat,13.3
SKR-KDMP-00107-2026-07,KDMP-00107,2026-07,96.6,92.4,100.0,96.3,Sehat,5.8
SKR-KDMP-00107-2026-08,KDMP-00107,2026-08,95.5,100.0,100.0,98.5,Sehat,4.3
SKR-KDMP-00108-2026-03,KDMP-00108,2026-03,73.9,95.5,94.8,88.1,Sehat,14.6
SKR-KDMP-00108-2026-04,KDMP-00108,2026-04,83.5,94.4,89.5,89.1,Sehat,14.0
SKR-KDMP-00108-2026-05,KDMP-00108,2026-05,79.0,73.7,92.3,81.7,Sehat,22.3
SKR-KDMP-00108-2026-06,KDMP-00108,2026-06,79.7,74.7,83.0,79.1,Sehat,28.4
SKR-KDMP-00108-2026-07,KDMP-00108,2026-07,94.3,91.7,85.5,90.5,Sehat,8.9
SKR-KDMP-00108-2026-08,KDMP-00108,2026-08,84.0,79.5,82.4,82.0,Sehat,16.4
SKR-KDMP-00109-2026-03,KDMP-00109,2026-03,15.3,23.7,7.2,15.4,Kritis,86.2
SKR-KDMP-00109-2026-04,KDMP-00109,2026-04,4.0,1.3,16.0,7.1,Kritis,89.3
SKR-KDMP-00109-2026-05,KDMP-00109,2026-05,13.5,12.6,7.6,11.2,Kritis,89.7
SKR-KDMP-00109-2026-06,KDMP-00109,2026-06,4.5,4.5,38.3,15.8,Kritis,76.5
SKR-KDMP-00109-2026-07,KDMP-00109,2026-07,10.6,5.6,18.8,11.7,Kritis,86.5
SKR-KDMP-00109-2026-08,KDMP-00109,2026-08,3.8,5.8,7.3,5.6,Kritis,93.8
SKR-KDMP-00110-2026-03,KDMP-00110,2026-03,4.0,7.8,31.1,14.3,Kritis,84.8
SKR-KDMP-00110-2026-04,KDMP-00110,2026-04,4.0,5.8,25.3,11.7,Kritis,86.6
SKR-KDMP-00110-2026-05,KDMP-00110,2026-05,14.8,1.5,25.8,14.0,Kritis,84.8
SKR-KDMP-00110-2026-06,KDMP-00110,2026-06,15.2,21.2,23.3,19.9,Kritis,75.7
SKR-KDMP-00110-2026-07,KDMP-00110,2026-07,15.2,20.2,35.5,23.6,Kritis,69.9
SKR-KDMP-00110-2026-08,KDMP-00110,2026-08,19.4,17.7,45.5,27.5,Kritis,66.5
SKR-KDMP-00111-2026-03,KDMP-00111,2026-03,16.3,39.9,56.6,37.6,Kritis,65.3
SKR-KDMP-00111-2026-04,KDMP-00111,2026-04,41.2,35.4,50.3,42.3,Waspada,58.9
SKR-KDMP-00111-2026-05,KDMP-00111,2026-05,32.6,56.1,64.8,51.2,Waspada,34.2
SKR-KDMP-00111-2026-06,KDMP-00111,2026-06,16.9,6.1,38.0,20.3,Kritis,92.2
SKR-KDMP-00111-2026-07,KDMP-00111,2026-07,14.1,33.3,50.4,32.6,Kritis,84.5
SKR-KDMP-00111-2026-08,KDMP-00111,2026-08,18.9,32.3,49.6,33.6,Kritis,54.8
SKR-KDMP-00112-2026-03,KDMP-00112,2026-03,55.1,69.7,79.9,68.2,Waspada,30.0
SKR-KDMP-00112-2026-04,KDMP-00112,2026-04,52.3,45.5,60.9,52.9,Waspada,47.3
SKR-KDMP-00112-2026-05,KDMP-00112,2026-05,50.9,49.0,57.9,52.6,Waspada,65.1
SKR-KDMP-00112-2026-06,KDMP-00112,2026-06,13.9,25.8,62.7,34.1,Kritis,83.6
SKR-KDMP-00112-2026-07,KDMP-00112,2026-07,70.3,80.8,64.3,71.8,Sehat,12.9
SKR-KDMP-00112-2026-08,KDMP-00112,2026-08,65.5,70.7,60.9,65.7,Waspada,10.9
SKR-KDMP-00113-2026-03,KDMP-00113,2026-03,11.5,17.2,41.6,23.4,Kritis,78.1
SKR-KDMP-00113-2026-04,KDMP-00113,2026-04,4.0,3.0,46.1,17.7,Kritis,81.5
SKR-KDMP-00113-2026-05,KDMP-00113,2026-05,5.1,23.7,27.6,18.8,Kritis,85.9
SKR-KDMP-00113-2026-06,KDMP-00113,2026-06,4.5,4.0,30.1,12.9,Kritis,88.1
SKR-KDMP-00113-2026-07,KDMP-00113,2026-07,11.1,16.9,15.7,14.6,Kritis,88.0
SKR-KDMP-00113-2026-08,KDMP-00113,2026-08,15.2,8.6,19.1,14.3,Kritis,84.5
SKR-KDMP-00114-2026-03,KDMP-00114,2026-03,96.0,92.9,100.0,96.3,Sehat,9.7
SKR-KDMP-00114-2026-04,KDMP-00114,2026-04,80.2,68.4,91.0,79.9,Sehat,18.9
SKR-KDMP-00114-2026-05,KDMP-00114,2026-05,97.6,87.9,82.1,89.2,Sehat,17.8
SKR-KDMP-00114-2026-06,KDMP-00114,2026-06,48.4,28.3,52.7,43.1,Waspada,89.2
SKR-KDMP-00114-2026-07,KDMP-00114,2026-07,34.5,23.2,43.9,33.9,Kritis,96.6
SKR-KDMP-00114-2026-08,KDMP-00114,2026-08,29.3,40.9,34.5,34.9,Kritis,77.2
SKR-KDMP-00115-2026-03,KDMP-00115,2026-03,70.1,87.4,59.2,72.2,Sehat,29.3
SKR-KDMP-00115-2026-04,KDMP-00115,2026-04,59.3,65.7,73.1,66.0,Waspada,32.7
SKR-KDMP-00115-2026-05,KDMP-00115,2026-05,63.8,64.6,82.2,70.2,Sehat,28.7
SKR-KDMP-00115-2026-06,KDMP-00115,2026-06,65.8,22.7,58.0,48.8,Waspada,68.6
SKR-KDMP-00115-2026-07,KDMP-00115,2026-07,54.5,34.8,87.4,58.9,Waspada,47.3
SKR-KDMP-00115-2026-08,KDMP-00115,2026-08,58.7,49.0,68.2,58.6,Waspada,29.0
SKR-KDMP-00116-2026-03,KDMP-00116,2026-03,68.3,76.3,86.4,77.0,Sehat,21.7
SKR-KDMP-00116-2026-04,KDMP-00116,2026-04,70.8,95.5,88.8,85.0,Sehat,16.7
SKR-KDMP-00116-2026-05,KDMP-00116,2026-05,78.8,92.4,88.5,86.6,Sehat,10.5
SKR-KDMP-00116-2026-06,KDMP-00116,2026-06,77.7,60.9,83.9,74.2,Sehat,33.2
SKR-KDMP-00116-2026-07,KDMP-00116,2026-07,78.9,87.9,96.1,87.6,Sehat,13.3
SKR-KDMP-00116-2026-08,KDMP-00116,2026-08,93.7,75.3,81.0,83.3,Sehat,11.8
SKR-KDMP-00117-2026-03,KDMP-00117,2026-03,17.0,5.6,39.0,20.5,Kritis,79.5
SKR-KDMP-00117-2026-04,KDMP-00117,2026-04,11.1,10.1,27.6,16.3,Kritis,83.9
SKR-KDMP-00117-2026-05,KDMP-00117,2026-05,5.1,15.7,9.0,9.9,Kritis,92.9
SKR-KDMP-00117-2026-06,KDMP-00117,2026-06,4.5,2.8,32.4,13.2,Kritis,86.7
SKR-KDMP-00117-2026-07,KDMP-00117,2026-07,3.0,17.9,9.3,10.1,Kritis,88.7
SKR-KDMP-00117-2026-08,KDMP-00117,2026-08,16.8,13.6,16.8,15.7,Kritis,83.1
SKR-KDMP-00118-2026-03,KDMP-00118,2026-03,77.7,83.3,100.0,87.0,Sehat,14.2
SKR-KDMP-00118-2026-04,KDMP-00118,2026-04,97.9,98.5,89.3,95.2,Sehat,10.7
SKR-KDMP-00118-2026-05,KDMP-00118,2026-05,65.7,80.8,94.9,80.5,Sehat,24.5
SKR-KDMP-00118-2026-06,KDMP-00118,2026-06,59.5,38.6,76.3,58.1,Waspada,78.1
SKR-KDMP-00118-2026-07,KDMP-00118,2026-07,60.9,84.8,60.3,68.7,Waspada,45.0
SKR-KDMP-00118-2026-08,KDMP-00118,2026-08,74.2,57.6,51.6,61.1,Waspada,35.7
SKR-KDMP-00119-2026-03,KDMP-00119,2026-03,53.3,41.9,67.3,54.2,Waspada,43.6
SKR-KDMP-00119-2026-04,KDMP-00119,2026-04,57.1,46.5,70.8,58.1,Waspada,38.9
SKR-KDMP-00119-2026-05,KDMP-00119,2026-05,77.8,61.1,76.0,71.6,Sehat,12.9
SKR-KDMP-00119-2026-06,KDMP-00119,2026-06,88.1,75.8,98.7,87.5,Sehat,3.6
SKR-KDMP-00119-2026-07,KDMP-00119,2026-07,55.3,49.0,79.0,61.1,Waspada,48.8
SKR-KDMP-00119-2026-08,KDMP-00119,2026-08,37.9,61.1,62.8,53.9,Waspada,81.4
SKR-KDMP-00120-2026-03,KDMP-00120,2026-03,12.5,7.1,31.4,17.0,Kritis,82.8
SKR-KDMP-00120-2026-04,KDMP-00120,2026-04,4.0,8.3,13.5,8.6,Kritis,89.0
SKR-KDMP-00120-2026-05,KDMP-00120,2026-05,5.1,7.3,20.7,11.0,Kritis,89.9
SKR-KDMP-00120-2026-06,KDMP-00120,2026-06,15.4,3.5,13.7,10.9,Kritis,85.9
SKR-KDMP-00120-2026-07,KDMP-00120,2026-07,25.8,14.6,6.2,15.5,Kritis,82.5
SKR-KDMP-00120-2026-08,KDMP-00120,2026-08,3.8,31.8,8.6,14.7,Kritis,85.1
SKR-KDMP-00121-2026-03,KDMP-00121,2026-03,88.1,78.8,81.1,82.7,Sehat,17.5
SKR-KDMP-00121-2026-04,KDMP-00121,2026-04,88.3,97.5,88.6,91.5,Sehat,12.6
SKR-KDMP-00121-2026-05,KDMP-00121,2026-05,97.3,78.8,99.5,91.9,Sehat,7.5
SKR-KDMP-00121-2026-06,KDMP-00121,2026-06,86.1,64.6,98.2,83.0,Sehat,21.6
SKR-KDMP-00121-2026-07,KDMP-00121,2026-07,76.1,85.4,93.5,85.0,Sehat,20.6
SKR-KDMP-00121-2026-08,KDMP-00121,2026-08,77.8,81.3,83.4,80.8,Sehat,20.9
SKR-KDMP-00122-2026-03,KDMP-00122,2026-03,55.6,77.0,61.0,64.5,Waspada,36.6
SKR-KDMP-00122-2026-04,KDMP-00122,2026-04,55.3,47.0,54.4,52.2,Waspada,48.8
SKR-KDMP-00122-2026-05,KDMP-00122,2026-05,35.1,19.2,62.8,39.0,Kritis,83.5
SKR-KDMP-00122-2026-06,KDMP-00122,2026-06,75.4,91.2,73.4,80.0,Sehat,6.3
SKR-KDMP-00122-2026-07,KDMP-00122,2026-07,71.8,84.3,63.9,73.3,Sehat,7.3
SKR-KDMP-00122-2026-08,KDMP-00122,2026-08,67.0,82.8,57.5,69.1,Waspada,44.3
SKR-KDMP-00123-2026-03,KDMP-00123,2026-03,34.2,36.9,61.0,44.0,Waspada,56.6
SKR-KDMP-00123-2026-04,KDMP-00123,2026-04,41.4,24.7,68.0,44.7,Waspada,53.2
SKR-KDMP-00123-2026-05,KDMP-00123,2026-05,51.1,30.3,54.3,45.2,Waspada,53.0
SKR-KDMP-00123-2026-06,KDMP-00123,2026-06,31.4,49.5,46.3,42.4,Waspada,64.2
SKR-KDMP-00123-2026-07,KDMP-00123,2026-07,38.1,46.5,57.2,47.3,Waspada,51.3
SKR-KDMP-00123-2026-08,KDMP-00123,2026-08,36.4,14.4,32.3,27.7,Kritis,85.7
SKR-KDMP-00124-2026-03,KDMP-00124,2026-03,39.8,22.2,66.0,42.7,Waspada,55.5
SKR-KDMP-00124-2026-04,KDMP-00124,2026-04,54.3,30.8,58.0,47.7,Waspada,50.6
SKR-KDMP-00124-2026-05,KDMP-00124,2026-05,16.8,43.9,49.4,36.7,Kritis,73.7
SKR-KDMP-00124-2026-06,KDMP-00124,2026-06,28.9,35.6,46.3,36.9,Kritis,76.3
SKR-KDMP-00124-2026-07,KDMP-00124,2026-07,36.1,15.7,39.3,30.4,Kritis,77.0
SKR-KDMP-00124-2026-08,KDMP-00124,2026-08,34.8,45.7,46.8,42.4,Waspada,54.0
SKR-KDMP-00125-2026-03,KDMP-00125,2026-03,66.3,90.9,82.3,79.8,Sehat,21.0
SKR-KDMP-00125-2026-04,KDMP-00125,2026-04,81.2,70.2,85.1,78.8,Sehat,19.6
SKR-KDMP-00125-2026-05,KDMP-00125,2026-05,91.5,99.0,84.2,91.6,Sehat,7.7
SKR-KDMP-00125-2026-06,KDMP-00125,2026-06,92.2,91.2,82.0,88.5,Sehat,9.8
SKR-KDMP-00125-2026-07,KDMP-00125,2026-07,16.7,7.1,35.2,19.7,Kritis,99.3
SKR-KDMP-00125-2026-08,KDMP-00125,2026-08,17.7,27.8,13.5,19.7,Kritis,99.2
SKR-KDMP-00126-2026-03,KDMP-00126,2026-03,34.5,32.8,58.0,41.8,Waspada,58.9
SKR-KDMP-00126-2026-04,KDMP-00126,2026-04,30.6,46.0,61.9,46.2,Waspada,54.8
SKR-KDMP-00126-2026-05,KDMP-00126,2026-05,37.6,25.5,53.2,38.8,Kritis,65.5
SKR-KDMP-00126-2026-06,KDMP-00126,2026-06,66.5,29.8,59.3,51.9,Waspada,38.0
SKR-KDMP-00126-2026-07,KDMP-00126,2026-07,68.8,29.3,80.3,59.5,Waspada,16.3
SKR-KDMP-00126-2026-08,KDMP-00126,2026-08,60.2,51.5,62.1,57.9,Waspada,34.4
SKR-KDMP-00127-2026-03,KDMP-00127,2026-03,12.8,7.8,9.9,10.2,Kritis,88.0
SKR-KDMP-00127-2026-04,KDMP-00127,2026-04,14.5,5.8,15.6,12.0,Kritis,86.6
