transaksi_id,koperasi_id,tanggal,jenis_transaksi,nilai_rupiah,kategori_produk
TRX-0001753,KDMP-00102,2026-03-17,Simpan,503000.0,Saprotan
TRX-0001754,KDMP-00102,2026-04-26,Penjualan,671000.0,Logistik
TRX-0001755,KDMP-00102,2026-04-13,Penjualan,400000.0,Lainnya
TRX-0001756,KDMP-00102,2026-04-26,Simpan,177000.0,Sembako
TRX-0001757,KDMP-00102,2026-05-18,Simpan,154000.0,Sembako
TRX-0001758,KDMP-00102,2026-05-31,Simpan,259000.0,Saprotan
TRX-0001759,KDMP-00102,2026-06-28,Pembelian,198000.0,Saprotan
TRX-0001760,KDMP-00102,2026-06-19,Pembelian,203000.0,Lainnya
TRX-0001761,KDMP-00102,2026-07-20,Penjualan,486000.0,Lainnya
TRX-0001762,KDMP-00102,2026-07-04,Pinjam,852000.0,Saprotan
TRX-0001763,KDMP-00102,2026-07-02,Simpan,810000.0,Logistik
TRX-0001764,KDMP-00102,2026-07-11,Penjualan,437000.0,Simpan Pinjam
TRX-0001765,KDMP-00102,2026-08-11,Penjualan,937000.0,Simpan Pinjam
TRX-0001766,KDMP-00102,2026-08-13,Penjualan,578000.0,Saprotan
TRX-0001767,KDMP-00102,2026-08-07,Penjualan,985000.0,Lainnya
TRX-0001768,KDMP-00103,2026-03-02,Penjualan,1096000.0,Sembako
TRX-0001769,KDMP-00103,2026-03-08,Simpan,1680000.0,Logistik
TRX-0001770,KDMP-00103,2026-03-26,Pembelian,1631000.0,Sembako
TRX-0001771,KDMP-00103,2026-03-01,Pembelian,2803000.0,Lainnya
TRX-0001772,KDMP-00103,2026-04-24,Penjualan,2244000.0,Lainnya
TRX-0001773,KDMP-00103,2026-04-13,Pinjam,1707000.0,Simpan Pinjam
TRX-0001774,KDMP-00103,2026-04-14,Pembelian,1566000.0,Sembako
TRX-0001775,KDMP-00103,2026-04-29,Simpan,1589000.0,Saprotan
TRX-0001776,KDMP-00103,2026-04-14,Penjualan,933000.0,Simpan Pinjam
TRX-0001777,KDMP-00103,2026-04-19,Penjualan,1036000.0,Simpan Pinjam
TRX-0001778,KDMP-00103,2026-05-01,Pembelian,2899000.0,Sembako
TRX-0001779,KDMP-00103,2026-05-05,Pinjam,584000.0,Simpan Pinjam
TRX-0001780,KDMP-00103,2026-05-11,Simpan,1105000.0,Lainnya
TRX-0001781,KDMP-00103,2026-06-05,Pinjam,3134000.0,Logistik
TRX-0001782,KDMP-00103,2026-06-22,Penjualan,2208000.0,Sembako
TRX-0001783,KDMP-00103,2026-06-18,Pembelian,1099000.0,Logistik
TRX-0001784,KDMP-00103,2026-06-27,Simpan,2338000.0,Simpan Pinjam
TRX-0001785,KDMP-00103,2026-06-10,Simpan,1626000.0,Lainnya
TRX-0001786,KDMP-00103,2026-07-09,Simpan,1660000.0,Lainnya
TRX-0001787,KDMP-00103,2026-07-02,Simpan,1603000.0,Logistik
TRX-0001788,KDMP-00103,2026-07-20,Pinjam,2095000.0,Saprotan
TRX-0001789,KDMP-00103,2026-07-30,Pembelian,566000.0,Lainnya
TRX-0001790,KDMP-00103,2026-08-12,Pembelian,661000.0,Sembako
TRX-0001791,KDMP-00103,2026-08-12,Pinjam,2705000.0,Logistik
TRX-0001792,KDMP-00103,2026-08-01,Pinjam,2645000.0,Sembako
TRX-0001793,KDMP-00103,2026-08-10,Pinjam,1014000.0,Saprotan
TRX-0001794,KDMP-00104,2026-04-01,Pinjam,118000.0,Logistik
TRX-0001795,KDMP-00104,2026-07-10,Penjualan,77000.0,Lainnya
TRX-0001796,KDMP-00104,2026-07-30,Penjualan,327000.0,Lainnya
TRX-0001797,KDMP-00104,2026-08-05,Pembelian,429000.0,Sembako
TRX-0001798,KDMP-00105,2026-03-14,Penjualan,534000.0,Sembako
TRX-0001799,KDMP-00105,2026-03-31,Simpan,635000.0,Lainnya
TRX-0001800,KDMP-00105,2026-03-19,Simpan,559000.0,Simpan Pinjam
TRX-0001801,KDMP-00105,2026-03-15,Pembelian,978000.0,Simpan Pinjam
TRX-0001802,KDMP-00105,2026-04-09,Penjualan,900000.0,Simpan Pinjam
TRX-0001803,KDMP-00105,2026-04-10,Simpan,875000.0,Lainnya
TRX-0001804,KDMP-00105,2026-04-20,Simpan,536000.0,Saprotan
TRX-0001805,KDMP-00105,2026-05-26,Penjualan,658000.0,Sembako
TRX-0001806,KDMP-00105,2026-05-22,Simpan,340000.0,Saprotan
TRX-0001807,KDMP-00105,2026-06-15,Penjualan,467000.0,Logistik
TRX-0001808,KDMP-00105,2026-06-12,Pinjam,167000.0,Lainnya
TRX-0001809,KDMP-00105,2026-06-02,Penjualan,294000.0,Saprotan
TRX-0001810,KDMP-00105,2026-07-03,Pinjam,319000.0,Simpan Pinjam
TRX-0001811,KDMP-00105,2026-07-26,Simpan,284000.0,Saprotan
TRX-0001812,KDMP-00105,2026-08-03,Pembelian,224000.0,Lainnya
TRX-0001813,KDMP-00106,2026-03-02,Pembelian,730000.0,Lainnya
TRX-0001814,KDMP-00106,2026-03-19,Simpan,2761000.0,Sembako
TRX-0001815,KDMP-00106,2026-03-08,Penjualan,1925000.0,Saprotan
TRX-0001816,KDMP-00106,2026-03-01,Simpan,3073000.0,Lainnya
TRX-0001817,KDMP-00106,2026-03-20,Pembelian,2374000.0,Saprotan
TRX-0001818,KDMP-00106,2026-04-03,Pembelian,613000.0,Simpan Pinjam
TRX-0001819,KDMP-00106,2026-04-12,Pinjam,1101000.0,Sembako
TRX-0001820,KDMP-00106,2026-04-29,Simpan,1826000.0,Simpan Pinjam
TRX-0001821,KDMP-00106,2026-04-20,Simpan,410000.0,Saprotan
TRX-0001822,KDMP-00106,2026-04-29,Simpan,2591000.0,Logistik
TRX-0001823,KDMP-00106,2026-05-06,Simpan,2285000.0,Sembako
TRX-0001824,KDMP-00106,2026-05-05,Penjualan,1310000.0,Sembako
TRX-0001825,KDMP-00106,2026-05-26,Simpan,2247000.0,Lainnya
TRX-0001826,KDMP-00106,2026-05-24,Simpan,2561000.0,Simpan Pinjam
TRX-0001827,KDMP-00106,2026-05-19,Penjualan,1569000.0,Simpan Pinjam
TRX-0001828,KDMP-00106,2026-06-30,Pembelian,2781000.0,Lainnya
TRX-0001829,KDMP-00106,2026-06-19,Pinjam,1648000.0,Lainnya
TRX-0001830,KDMP-00106,2026-06-28,Penjualan,2224000.0,Lainnya
TRX-0001831,KDMP-00106,2026-06-17,Pinjam,1570000.0,Saprotan
TRX-0001832,KDMP-00106,2026-07-11,Pembelian,2577000.0,Saprotan
TRX-0001833,KDMP-00106,2026-07-11,Penjualan,931000.0,Simpan Pinjam
TRX-0001834,KDMP-00106,2026-07-31,Pinjam,1449000.0,Saprotan
TRX-0001835,KDMP-00106,2026-07-18,Penjualan,565000.0,Saprotan
TRX-0001836,KDMP-00106,2026-08-07,Pembelian,1639000.0,Lainnya
TRX-0001837,KDMP-00106,2026-08-03,Pembelian,2670000.0,Logistik
TRX-0001838,KDMP-00106,2026-08-11,Pembelian,2252000.0,Lainnya
TRX-0001839,KDMP-00106,2026-08-05,Simpan,1126000.0,Saprotan
TRX-0001840,KDMP-00106,2026-08-07,Pinjam,739000.0,Lainnya
TRX-0001841,KDMP-00107,2026-03-25,Pembelian,1686000.0,Simpan Pinjam
TRX-0001842,KDMP-00107,2026-03-01,Pembelian,2208000.0,Sembako
TRX-0001843,KDMP-00107,2026-03-25,Pinjam,1227000.0,Sembako
TRX-0001844,KDMP-00107,2026-03-02,Pinjam,601000.0,Sembako
TRX-0001845,KDMP-00107,2026-03-03,Pembelian,1809000.0,Lainnya
TRX-0001846,KDMP-00107,2026-04-12,Pembelian,2504000.0,Logistik
TRX-0001847,KDMP-00107,2026-04-08,Simpan,2013000.0,Sembako
TRX-0001848,KDMP-00107,2026-04-27,Simpan,1161000.0,Lainnya
TRX-0001849,KDMP-00107,2026-04-04,Penjualan,1805000.0,Sembako
TRX-0001850,KDMP-00107,2026-04-12,Pinjam,2112000.0,Logistik
TRX-0001851,KDMP-00107,2026-05-16,Pembelian,1102000.0,Simpan Pinjam
TRX-0001852,KDMP-00107,2026-05-19,Penjualan,2181000.0,Simpan Pinjam
TRX-0001853,KDMP-00107,2026-05-19,Simpan,2609000.0,Logistik
TRX-0001854,KDMP-00107,2026-05-15,Pembelian,1326000.0,Lainnya
TRX-0001855,KDMP-00107,2026-05-09,Penjualan,2179000.0,Simpan Pinjam
TRX-0001856,KDMP-00107,2026-06-17,Pinjam,503000.0,Saprotan
TRX-0001857,KDMP-00107,2026-06-11,Pembelian,1187000.0,Simpan Pinjam
TRX-0001858,KDMP-00107,2026-06-24,Pembelian,488000.0,Logistik
TRX-0001859,KDMP-00107,2026-06-19,Simpan,1676000.0,Sembako
TRX-0001860,KDMP-00107,2026-06-06,Penjualan,1248000.0,Saprotan
TRX-0001861,KDMP-00107,2026-07-06,Simpan,1025000.0,Saprotan
TRX-0001862,KDMP-00107,2026-07-25,Penjualan,3102000.0,Simpan Pinjam
TRX-0001863,KDMP-00107,2026-07-05,Penjualan,2227000.0,Simpan Pinjam
TRX-0001864,KDMP-00107,2026-07-17,Pembelian,1916000.0,Sembako
TRX-0001865,KDMP-00107,2026-07-02,Pembelian,2042000.0,Sembako
TRX-0001866,KDMP-00107,2026-07-27,Penjualan,1743000.0,Saprotan
TRX-0001867,KDMP-00107,2026-08-09,Pembelian,2560000.0,Logistik
TRX-0001868,KDMP-00107,2026-08-02,Penjualan,1297000.0,Logistik
TRX-0001869,KDMP-00107,2026-08-08,Simpan,3013000.0,Sembako
TRX-0001870,KDMP-00107,2026-08-05,Penjualan,2943000.0,Saprotan
TRX-0001871,KDMP-00107,2026-08-12,Pembelian,2767000.0,Sembako
TRX-0001872,KDMP-00107,2026-08-09,Simpan,1390000.0,Saprotan
TRX-0001873,KDMP-00108,2026-03-11,Penjualan,2206000.0,Logistik
TRX-0001874,KDMP-00108,2026-03-23,Simpan,652000.0,Simpan Pinjam
TRX-0001875,KDMP-00108,2026-03-22,Penjualan,2552000.0,Sembako
TRX-0001876,KDMP-00108,2026-03-19,Pinjam,1025000.0,Simpan Pinjam
TRX-0001877,KDMP-00108,2026-04-16,Pembelian,1707000.0,Logistik
TRX-0001878,KDMP-00108,2026-04-07,Penjualan,1194000.0,Lainnya
TRX-0001879,KDMP-00108,2026-04-24,Pembelian,2765000.0,Sembako
TRX-0001880,KDMP-00108,2026-04-16,Pembelian,1609000.0,Simpan Pinjam
TRX-0001881,KDMP-00108,2026-04-23,Simpan,527000.0,Lainnya
TRX-0001882,KDMP-00108,2026-05-16,Pembelian,1984000.0,Saprotan
TRX-0001883,KDMP-00108,2026-05-29,Simpan,2493000.0,Logistik
TRX-0001884,KDMP-00108,2026-05-21,Pinjam,1614000.0,Lainnya
TRX-0001885,KDMP-00108,2026-05-16,Simpan,1281000.0,Sembako
TRX-0001886,KDMP-00108,2026-06-15,Simpan,1365000.0,Simpan Pinjam
TRX-0001887,KDMP-00108,2026-06-04,Pembelian,1943000.0,Logistik
TRX-0001888,KDMP-00108,2026-06-22,Penjualan,2643000.0,Saprotan
TRX-0001889,KDMP-00108,2026-06-23,Pembelian,2026000.0,Logistik
TRX-0001890,KDMP-00108,2026-07-22,Pembelian,2163000.0,Sembako
TRX-0001891,KDMP-00108,2026-07-17,Pembelian,1274000.0,Logistik
TRX-0001892,KDMP-00108,2026-07-25,Simpan,615000.0,Saprotan
TRX-0001893,KDMP-00108,2026-07-14,Pinjam,2375000.0,Logistik
TRX-0001894,KDMP-00108,2026-07-09,Penjualan,1659000.0,Saprotan
TRX-0001895,KDMP-00108,2026-07-08,Simpan,1832000.0,Sembako
TRX-0001896,KDMP-00108,2026-08-03,Pembelian,919000.0,Sembako
TRX-0001897,KDMP-00108,2026-08-10,Simpan,2700000.0,Simpan Pinjam
TRX-0001898,KDMP-00108,2026-08-01,Penjualan,1860000.0,Logistik
TRX-0001899,KDMP-00108,2026-08-12,Simpan,598000.0,Saprotan
TRX-0001900,KDMP-00108,2026-08-09,Penjualan,2256000.0,Sembako
TRX-0001901,KDMP-00109,2026-03-06,Pinjam,250000.0,Simpan Pinjam
TRX-0001902,KDMP-00109,2026-05-18,Pembelian,188000.0,Sembako
TRX-0001903,KDMP-00109,2026-07-13,Pinjam,64000.0,Sembako
TRX-0001904,KDMP-00110,2026-05-05,Simpan,248000.0,Sembako
TRX-0001905,KDMP-00110,2026-06-25,Pinjam,237000.0,Sembako
TRX-0001906,KDMP-00110,2026-07-05,Penjualan,221000.0,Lainnya
TRX-0001907,KDMP-00110,2026-08-05,Simpan,397000.0,Logistik
TRX-0001908,KDMP-00111,2026-03-15,Pembelian,272000.0,Sembako
TRX-0001909,KDMP-00111,2026-04-13,Simpan,444000.0,Logistik
TRX-0001910,KDMP-00111,2026-04-14,Simpan,167000.0,Logistik
TRX-0001911,KDMP-00111,2026-04-23,Pembelian,277000.0,Logistik
TRX-0001912,KDMP-00111,2026-05-31,Simpan,547000.0,Lainnya
TRX-0001913,KDMP-00111,2026-05-15,Pembelian,540000.0,Lainnya
TRX-0001914,KDMP-00111,2026-06-15,Simpan,328000.0,Logistik
TRX-0001915,KDMP-00111,2026-07-26,Penjualan,171000.0,Sembako
TRX-0001916,KDMP-00111,2026-08-08,Pembelian,384000.0,Sembako
TRX-0001917,KDMP-00112,2026-03-17,Pembelian,820000.0,Sembako
TRX-0001918,KDMP-00112,2026-03-09,Pinjam,764000.0,Saprotan
TRX-0001919,KDMP-00112,2026-03-27,Pembelian,743000.0,Sembako
TRX-0001920,KDMP-00112,2026-04-28,Penjualan,607000.0,Saprotan
TRX-0001921,KDMP-00112,2026-04-25,Pinjam,676000.0,Lainnya
TRX-0001922,KDMP-00112,2026-04-21,Pembelian,532000.0,Saprotan
TRX-0001923,KDMP-00112,2026-05-28,Penjualan,508000.0,Sembako
TRX-0001924,KDMP-00112,2026-05-03,Pinjam,445000.0,Simpan Pinjam
TRX-0001925,KDMP-00112,2026-05-06,Penjualan,681000.0,Simpan Pinjam
TRX-0001926,KDMP-00112,2026-06-14,Pinjam,139000.0,Simpan Pinjam
TRX-0001927,KDMP-00112,2026-07-28,Pinjam,586000.0,Logistik
TRX-0001928,KDMP-00112,2026-07-04,Pinjam,326000.0,Saprotan
TRX-0001929,KDMP-00112,2026-07-29,Simpan,1745000.0,Lainnya
TRX-0001930,KDMP-00112,2026-07-29,Simpan,951000.0,Lainnya
TRX-0001931,KDMP-00112,2026-08-11,Pembelian,760000.0,Lainnya
TRX-0001932,KDMP-00112,2026-08-06,Simpan,1893000.0,Logistik
TRX-0001933,KDMP-00112,2026-08-06,Pembelian,1056000.0,Simpan Pinjam
TRX-0001934,KDMP-00113,2026-03-14,Pembelian,53000.0,Simpan Pinjam
TRX-0001935,KDMP-00113,2026-07-20,Pinjam,79000.0,Lainnya
TRX-0001936,KDMP-00113,2026-08-04,Simpan,216000.0,Sembako
TRX-0001937,KDMP-00114,2026-03-30,Pinjam,1516000.0,Lainnya
TRX-0001938,KDMP-00114,2026-03-12,Pinjam,3057000.0,Saprotan
TRX-0001939,KDMP-00114,2026-03-21,Pembelian,2475000.0,Sembako
TRX-0001940,KDMP-00114,2026-03-04,Pembelian,2584000.0,Saprotan
TRX-0001941,KDMP-00114,2026-03-19,Penjualan,1150000.0,Simpan Pinjam
TRX-0001942,KDMP-00114,2026-03-19,Pinjam,3291000.0,Saprotan
TRX-0001943,KDMP-00114,2026-04-24,Pinjam,3188000.0,Simpan Pinjam
TRX-0001944,KDMP-00114,2026-04-26,Pembelian,916000.0,Simpan Pinjam
TRX-0001945,KDMP-00114,2026-04-26,Pembelian,698000.0,Simpan Pinjam
TRX-0001946,KDMP-00114,2026-04-28,Penjualan,907000.0,Saprotan
TRX-0001947,KDMP-00114,2026-04-02,Pembelian,659000.0,Lainnya
TRX-0001948,KDMP-00114,2026-05-11,Simpan,2232000.0,Lainnya
TRX-0001949,KDMP-00114,2026-05-08,Pinjam,2491000.0,Logistik
TRX-0001950,KDMP-00114,2026-05-23,Pinjam,2529000.0,Saprotan
TRX-0001951,KDMP-00114,2026-05-17,Simpan,1269000.0,Lainnya
TRX-0001952,KDMP-00114,2026-05-20,Pembelian,633000.0,Simpan Pinjam
TRX-0001953,KDMP-00114,2026-05-27,Simpan,2997000.0,Simpan Pinjam
TRX-0001954,KDMP-00114,2026-06-23,Simpan,451000.0,Sembako
TRX-0001955,KDMP-00114,2026-06-14,Simpan,532000.0,Simpan Pinjam
TRX-0001956,KDMP-00114,2026-06-12,Pinjam,158000.0,Saprotan
TRX-0001957,KDMP-00114,2026-07-29,Pembelian,485000.0,Logistik
TRX-0001958,KDMP-00114,2026-07-30,Penjualan,341000.0,Simpan Pinjam
TRX-0001959,KDMP-00114,2026-08-10,Simpan,183000.0,Saprotan
TRX-0001960,KDMP-00114,2026-08-06,Simpan,137000.0,Lainnya
TRX-0001961,KDMP-00115,2026-03-09,Pinjam,395000.0,Logistik
TRX-0001962,KDMP-00115,2026-03-23,Simpan,417000.0,Saprotan
TRX-0001963,KDMP-00115,2026-03-19,Penjualan,1643000.0,Logistik
TRX-0001964,KDMP-00115,2026-03-21,Pinjam,2427000.0,Logistik
TRX-0001965,KDMP-00115,2026-04-01,Pembelian,369000.0,Simpan Pinjam
TRX-0001966,KDMP-00115,2026-04-05,Penjualan,1971000.0,Logistik
TRX-0001967,KDMP-00115,2026-04-04,Penjualan,1900000.0,Logistik
TRX-0001968,KDMP-00115,2026-05-28,Simpan,1166000.0,Simpan Pinjam
TRX-0001969,KDMP-00115,2026-05-24,Penjualan,2015000.0,Saprotan
TRX-0001970,KDMP-00115,2026-05-28,Simpan,2469000.0,Simpan Pinjam
TRX-0001971,KDMP-00115,2026-06-12,Penjualan,791000.0,Logistik
TRX-0001972,KDMP-00115,2026-06-22,Penjualan,529000.0,Sembako
TRX-0001973,KDMP-00115,2026-06-25,Pembelian,337000.0,Saprotan
TRX-0001974,KDMP-00115,2026-06-15,Penjualan,244000.0,Saprotan
TRX-0001975,KDMP-00115,2026-07-21,Penjualan,528000.0,Saprotan
TRX-0001976,KDMP-00115,2026-07-12,Penjualan,411000.0,Saprotan
TRX-0001977,KDMP-00115,2026-07-27,Penjualan,578000.0,Lainnya
TRX-0001978,KDMP-00115,2026-08-02,Pembelian,327000.0,Sembako
TRX-0001979,KDMP-00115,2026-08-10,Penjualan,398000.0,Simpan Pinjam
TRX-0001980,KDMP-00115,2026-08-04,Simpan,1021000.0,Logistik
TRX-0001981,KDMP-00116,2026-03-22,Pembelian,1049000.0,Simpan Pinjam
TRX-0001982,KDMP-00116,2026-03-13,Simpan,1056000.0,Simpan Pinjam
TRX-0001983,KDMP-00116,2026-03-19,Simpan,984000.0,Logistik
TRX-0001984,KDMP-00116,2026-03-07,Simpan,863000.0,Simpan Pinjam
TRX-0001985,KDMP-00116,2026-04-15,Simpan,970000.0,Sembako
TRX-0001986,KDMP-00116,2026-04-19,Simpan,1512000.0,Saprotan
TRX-0001987,KDMP-00116,2026-04-17,Pinjam,2175000.0,Simpan Pinjam
TRX-0001988,KDMP-00116,2026-04-27,Pinjam,448000.0,Simpan Pinjam
TRX-0001989,KDMP-00116,2026-05-14,Simpan,3018000.0,Saprotan
TRX-0001990,KDMP-00116,2026-05-23,Simpan,950000.0,Sembako
TRX-0001991,KDMP-00116,2026-05-07,Simpan,1754000.0,Simpan Pinjam
TRX-0001992,KDMP-00116,2026-05-02,Penjualan,1634000.0,Lainnya
TRX-0001993,KDMP-00116,2026-06-15,Simpan,1713000.0,Saprotan
TRX-0001994,KDMP-00116,2026-06-22,Penjualan,1954000.0,Saprotan
TRX-0001995,KDMP-00116,2026-06-21,Simpan,2329000.0,Sembako
TRX-0001996,KDMP-00116,2026-06-16,Simpan,851000.0,Saprotan
TRX-0001997,KDMP-00116,2026-07-12,Simpan,926000.0,Simpan Pinjam
TRX-0001998,KDMP-00116,2026-07-06,Penjualan,1685000.0,Logistik
TRX-0001999,KDMP-00116,2026-07-15,Pinjam,2615000.0,Logistik
TRX-0002000,KDMP-00116,2026-07-08,Simpan,1704000.0,Saprotan
TRX-0002001,KDMP-00116,2026-08-05,Penjualan,2230000.0,Simpan Pinjam
TRX-0002002,KDMP-00116,2026-08-09,Penjualan,2456000.0,Logistik
TRX-0002003,KDMP-00116,2026-08-05,Pinjam,1553000.0,Lainnya
TRX-0002004,KDMP-00116,2026-08-09,Pembelian,489000.0,Saprotan
TRX-0002005,KDMP-00116,2026-08-12,Pembelian,2787000.0,Lainnya
TRX-0002006,KDMP-00116,2026-08-03,Simpan,2426000.0,Sembako
TRX-0002007,KDMP-00117,2026-03-05,Simpan,328000.0,Logistik
TRX-0002008,KDMP-00117,2026-04-05,Pembelian,49000.0,Simpan Pinjam
TRX-0002009,KDMP-00117,2026-08-06,Penjualan,272000.0,Logistik
TRX-0002010,KDMP-00118,2026-03-22,Pinjam,1721000.0,Simpan Pinjam
TRX-0002011,KDMP-00118,2026-03-22,Pinjam,2938000.0,Logistik
TRX-0002012,KDMP-00118,2026-03-25,Penjualan,2369000.0,Logistik
TRX-0002013,KDMP-00118,2026-03-25,Pembelian,778000.0,Logistik
TRX-0002014,KDMP-00118,2026-04-24,Pinjam,2931000.0,Lainnya
TRX-0002015,KDMP-00118,2026-04-03,Simpan,1649000.0,Logistik
TRX-0002016,KDMP-00118,2026-04-19,Penjualan,2479000.0,Simpan Pinjam
TRX-0002017,KDMP-00118,2026-04-06,Pembelian,3129000.0,Saprotan
TRX-0002018,KDMP-00118,2026-04-17,Penjualan,1554000.0,Lainnya
TRX-0002019,KDMP-00118,2026-04-13,Penjualan,2267000.0,Simpan Pinjam
TRX-0002020,KDMP-00118,2026-05-10,Pinjam,441000.0,Sembako
TRX-0002021,KDMP-00118,2026-05-21,Pembelian,1098000.0,Logistik
TRX-0002022,KDMP-00118,2026-05-10,Pinjam,678000.0,Logistik
TRX-0002023,KDMP-00118,2026-05-31,Pinjam,420000.0,Simpan Pinjam
TRX-0002024,KDMP-00118,2026-06-03,Simpan,1229000.0,Sembako
TRX-0002025,KDMP-00118,2026-06-13,Penjualan,1609000.0,Simpan Pinjam
TRX-0002026,KDMP-00118,2026-06-19,Pinjam,940000.0,Logistik
TRX-0002027,KDMP-00118,2026-07-02,Simpan,946000.0,Logistik
TRX-0002028,KDMP-00118,2026-07-21,Penjualan,677000.0,Lainnya
TRX-0002029,KDMP-00118,2026-07-30,Pinjam,1578000.0,Lainnya
TRX-0002030,KDMP-00118,2026-08-09,Simpan,1364000.0,Sembako
TRX-0002031,KDMP-00118,2026-08-07,Pinjam,1480000.0,Sembako
TRX-0002032,KDMP-00118,2026-08-06,Simpan,479000.0,Simpan Pinjam
TRX-0002033,KDMP-00118,2026-08-10,Pinjam,1054000.0,Logistik
TRX-0002034,KDMP-00119,2026-03-28,Pinjam,313000.0,Logistik
TRX-0002035,KDMP-00119,2026-03-29,Simpan,843000.0,Saprotan
TRX-0002036,KDMP-00119,2026-03-22,Simpan,938000.0,Sembako
TRX-0002037,KDMP-00119,2026-04-14,Penjualan,965000.0,Logistik
TRX-0002038,KDMP-00119,2026-04-21,Penjualan,1033000.0,Lainnya
TRX-0002039,KDMP-00119,2026-04-24,Penjualan,573000.0,Lainnya
TRX-0002040,KDMP-00119,2026-05-18,Penjualan,844000.0,Simpan Pinjam
TRX-0002041,KDMP-00119,2026-05-21,Pinjam,2257000.0,Logistik
TRX-0002042,KDMP-00119,2026-05-12,Pinjam,2683000.0,Lainnya
TRX-0002043,KDMP-00119,2026-05-27,Pinjam,1020000.0,Sembako
TRX-0002044,KDMP-00119,2026-06-20,Penjualan,445000.0,Logistik
TRX-0002045,KDMP-00119,2026-06-24,Penjualan,1543000.0,Saprotan
TRX-0002046,KDMP-00119,2026-06-24,Simpan,2503000.0,Logistik
TRX-0002047,KDMP-00119,2026-06-06,Simpan,1284000.0,Sembako
TRX-0002048,KDMP-00119,2026-06-14,Penjualan,2294000.0,Simpan Pinjam
TRX-0002049,KDMP-00119,2026-07-18,Pembelian,700000.0,Sembako
TRX-0002050,KDMP-00119,2026-07-16,Pembelian,493000.0,Logistik
TRX-0002051,KDMP-00119,2026-07-23,Pembelian,407000.0,Saprotan
TRX-0002052,KDMP-00119,2026-08-03,Simpan,737000.0,Saprotan
TRX-0002053,KDMP-00119,2026-08-04,Penjualan,188000.0,Logistik
TRX-0002054,KDMP-00120,2026-03-20,Simpan,98000.0,Sembako
TRX-0002055,KDMP-00120,2026-06-20,Pinjam,238000.0,Lainnya
TRX-0002056,KDMP-00120,2026-07-13,Pinjam,163000.0,Lainnya
TRX-0002057,KDMP-00120,2026-07-11,Simpan,59000.0,Saprotan
TRX-0002058,KDMP-00121,2026-03-23,Pembelian,937000.0,Logistik
TRX-0002059,KDMP-00121,2026-03-02,Penjualan,1053000.0,Logistik
TRX-0002060,KDMP-00121,2026-03-12,Penjualan,1838000.0,Simpan Pinjam
TRX-0002061,KDMP-00121,2026-03-17,Simpan,2318000.0,Saprotan
TRX-0002062,KDMP-00121,2026-03-11,Pinjam,1146000.0,Logistik
TRX-0002063,KDMP-00121,2026-03-20,Pembelian,471000.0,Lainnya
TRX-0002064,KDMP-00121,2026-04-25,Penjualan,1414000.0,Saprotan
TRX-0002065,KDMP-00121,2026-04-16,Pembelian,1765000.0,Logistik
TRX-0002066,KDMP-00121,2026-04-05,Pinjam,2671000.0,Lainnya
TRX-0002067,KDMP-00121,2026-04-04,Penjualan,2739000.0,Logistik
TRX-0002068,KDMP-00121,2026-04-04,Simpan,925000.0,Simpan Pinjam
TRX-0002069,KDMP-00121,2026-05-12,Pembelian,2031000.0,Logistik
TRX-0002070,KDMP-00121,2026-05-09,Simpan,3041000.0,Saprotan
TRX-0002071,KDMP-00121,2026-05-22,Simpan,2262000.0,Lainnya
TRX-0002072,KDMP-00121,2026-05-13,Pembelian,1989000.0,Logistik
TRX-0002073,KDMP-00121,2026-05-15,Simpan,1871000.0,Logistik
TRX-0002074,KDMP-00121,2026-05-28,Pembelian,897000.0,Logistik
TRX-0002075,KDMP-00121,2026-06-21,Pembelian,2232000.0,Sembako
TRX-0002076,KDMP-00121,2026-06-21,Pinjam,1308000.0,Logistik
TRX-0002077,KDMP-00121,2026-06-21,Penjualan,1374000.0,Lainnya
TRX-0002078,KDMP-00121,2026-06-20,Penjualan,921000.0,Lainnya
TRX-0002079,KDMP-00121,2026-06-14,Penjualan,1764000.0,Saprotan
TRX-0002080,KDMP-00121,2026-07-16,Penjualan,1942000.0,Saprotan
TRX-0002081,KDMP-00121,2026-07-20,Pinjam,474000.0,Lainnya
TRX-0002082,KDMP-00121,2026-07-07,Pembelian,1786000.0,Logistik
TRX-0002083,KDMP-00121,2026-07-28,Pembelian,1404000.0,Simpan Pinjam
TRX-0002084,KDMP-00121,2026-08-05,Penjualan,1229000.0,Sembako
TRX-0002085,KDMP-00121,2026-08-08,Pinjam,930000.0,Simpan Pinjam
TRX-0002086,KDMP-00121,2026-08-08,Pembelian,2159000.0,Simpan Pinjam
TRX-0002087,KDMP-00121,2026-08-09,Penjualan,2905000.0,Lainnya
TRX-0002088,KDMP-00122,2026-03-24,Penjualan,434000.0,Sembako
TRX-0002089,KDMP-00122,2026-03-22,Pinjam,925000.0,Lainnya
TRX-0002090,KDMP-00122,2026-03-28,Pinjam,1165000.0,Sembako
TRX-0002091,KDMP-00122,2026-04-18,Penjualan,943000.0,Lainnya
TRX-0002092,KDMP-00122,2026-04-18,Penjualan,738000.0,Logistik
TRX-0002093,KDMP-00122,2026-04-24,Penjualan,593000.0,Saprotan
TRX-0002094,KDMP-00122,2026-05-23,Pinjam,444000.0,Logistik
TRX-0002095,KDMP-00122,2026-05-04,Pembelian,777000.0,Saprotan
