kabupaten_kota,kecamatan,desa,dimensi_sosial,dimensi_ekonomi,dimensi_lingkungan,skor_idm,status_idm
Kab. Semarang,Ambarawa,Pasekan,0.7657,0.6333,0.7333,0.7108,Maju
Kab. Semarang,Bawen,Doplang,0.8171,0.7167,0.6667,0.7335,Maju
Kab. Semarang,Bawen,Asinan,0.7429,0.5333,0.8667,0.7143,Maju
Kab. Semarang,Bawen,Polosiri,0.8971,0.5833,0.6,0.6935,Berkembang
Kab. Semarang,Bawen,Kandangan,0.9029,0.65,0.5333,0.6954,Berkembang
Kab. Semarang,Bawen,Lemahireng,0.9314,0.75,0.6,0.7605,Maju
Kab. Semarang,Bawen,Samban,0.9029,0.7667,0.5333,0.7343,Maju
Kab. Semarang,Bawen,Poncoruso,0.8171,0.6667,0.6667,0.7168,Maju
Kab. Semarang,Bringin,Bringin,0.9314,0.95,0.8667,0.916,Mandiri
Kab. Semarang,Bringin,Popongan,0.8914,0.5833,0.8667,0.7805,Maju
Kab. Semarang,Bringin,Pakis,0.84,0.65,0.6667,0.7189,Maju
Kab. Semarang,Bringin,Rembes,0.9429,0.7,0.8,0.8143,Maju
Kab. Semarang,Bringin,Tanjung,0.84,0.65,0.6,0.6967,Berkembang
Kab. Semarang,Bringin,Sambirejo,0.7886,0.6167,0.6,0.6684,Berkembang
Kab. Semarang,Bringin,Kalijambe,0.84,0.6333,0.6,0.6911,Berkembang
Kab. Semarang,Bringin,Kalikurmo,0.8171,0.6,0.6667,0.6946,Berkembang
Kab. Semarang,Bringin,Gogodalem,0.84,0.7333,0.8667,0.8133,Maju
Kab. Semarang,Bringin,Lebak,0.84,0.5833,0.6667,0.6967,Berkembang
Kab. Semarang,Bringin,Wiru,0.7029,0.65,0.6667,0.6732,Berkembang
Kab. Semarang,Bringin,Nyemoh,0.7714,0.65,0.6667,0.696,Berkembang
Kab. Semarang,Bringin,Tempuran,0.7943,0.6333,0.6667,0.6981,Berkembang
Kab. Semarang,Bringin,Sendang,0.8629,0.6,0.9333,0.7987,Maju
Kab. Semarang,Bringin,Truko,0.8171,0.6833,0.6,0.7002,Berkembang
Kab. Semarang,Bringin,Banding,0.8057,0.6833,0.6667,0.7186,Maju
Kab. Semarang,Bergas,Wringinputih,0.8571,0.6333,0.6,0.6968,Berkembang
Kab. Semarang,Bergas,Gondoriyo,0.7486,0.5333,0.6667,0.6495,Berkembang
Kab. Semarang,Bergas,Gebugan,0.8286,0.6333,0.4667,0.6429,Berkembang
Kab. Semarang,Bergas,Pagersari,0.7657,0.6833,0.6667,0.7052,Berkembang
Kab. Semarang,Bergas,Munding,0.7829,0.6833,0.6,0.6887,Berkembang
Kab. Semarang,Bergas,Bergas Kidul,0.8686,0.8333,0.8,0.834,Mandiri
Kab. Semarang,Bergas,Randugunting,0.9086,0.8833,0.4667,0.7529,Maju
Kab. Semarang,Bergas,Jatijajar,0.88,0.7,0.8,0.7933,Maju
Kab. Semarang,Bergas,Diwak,0.7943,0.5667,0.6,0.6537,Berkembang
Kab. Semarang,Pringapus,Klepu,0.9086,0.75,0.8,0.8195,Mandiri
Kab. Semarang,Pringapus,Derekan,0.8286,0.5667,0.6667,0.6873,Berkembang
Kab. Semarang,Pringapus,Jatirunggo,0.8229,0.6667,0.6667,0.7187,Maju
Kab. Semarang,Pringapus,Pringsari,0.9143,0.6667,0.6667,0.7492,Maju
Kab. Semarang,Pringapus,Wonorejo,0.8229,0.65,0.5333,0.6687,Berkembang
Kab. Semarang,Pringapus,Wonoyoso,0.8571,0.6,0.6,0.6857,Berkembang
Kab. Semarang,Pringapus,Candirejo,0.8971,0.6,0.8,0.7657,Maju
Kab. Semarang,Pringapus,Penawangan,0.7543,0.4333,0.7333,0.6403,Berkembang
Kab. Semarang,Bancak,Bancak,0.84,0.8,0.8667,0.8356,Mandiri
Kab. Semarang,Bancak,Wonokerto,0.8343,0.6333,0.8,0.7559,Maju
Kab. Semarang,Bancak,Jlumpang,0.7943,0.8,0.8,0.7981,Maju
Kab. Semarang,Bancak,Bantal,0.72,0.5,0.6,0.6067,Berkembang
Kab. Semarang,Bancak,Rejosari,0.9371,0.6,0.8667,0.8013,Maju
Kab. Semarang,Bancak,Plumutan,0.8057,0.75,0.8,0.7852,Maju
Kab. Semarang,Bancak,Lembu,0.8286,0.7667,0.7333,0.7762,Maju
Kab. Semarang,Bancak,Pucung,0.8457,0.8,0.6667,0.7708,Maju
Kab. Semarang,Bancak,Boto,0.7943,0.8833,0.6667,0.7814,Maju
Kab. Semarang,Kaliwungu,Kaliwungu,0.8229,0.8667,0.6,0.7632,Maju
Kab. Semarang,Kaliwungu,Jetis,0.7486,0.6333,0.6667,0.6829,Berkembang
Kab. Semarang,Kaliwungu,Kener,0.7143,0.7,0.6667,0.6937,Berkembang
Kab. Semarang,Kaliwungu,Kradenan,0.7886,0.7333,0.6667,0.7295,Maju
Kab. Semarang,Kaliwungu,Mukiran,0.8343,0.5667,0.6667,0.6892,Berkembang
Kab. Semarang,Kaliwungu,Pager,0.8229,0.75,0.6667,0.7465,Maju
Kab. Semarang,Kaliwungu,Papringan,0.8343,0.75,0.5333,0.7059,Berkembang
Kab. Semarang,Kaliwungu,Payungan,0.8629,0.6333,0.6667,0.721,Maju
Kab. Semarang,Kaliwungu,Rogomulyo,0.7543,0.5833,0.6667,0.6681,Berkembang
Kab. Semarang,Kaliwungu,Siwal,0.84,0.6333,0.6667,0.7133,Maju
Kab. Semarang,Kaliwungu,Udanwuh,0.7257,0.6333,0.6,0.653,Berkembang
Kab. Semarang,Ungaran Barat,Branjang,0.8514,0.65,0.6,0.7005,Berkembang
Kab. Semarang,Ungaran Barat,Kalisidi,0.9029,0.7167,0.8,0.8065,Maju
Kab. Semarang,Ungaran Barat,Keji,0.8686,0.7167,0.8667,0.8173,Mandiri
Kab. Semarang,Ungaran Barat,Lerep,0.8743,0.7,0.9333,0.8359,Mandiri
Kab. Semarang,Ungaran Barat,Nyatnyono,0.7714,0.8,0.8667,0.8127,Maju
Kab. Semarang,Ungaran Barat,Gogik,0.9371,0.7833,0.8,0.8402,Mandiri
Kab. Semarang,Ungaran Timur,Mluweh,0.8457,0.6167,0.6667,0.7097,Maju
Kab. Semarang,Ungaran Timur,Kawengen,0.8114,0.5333,0.6667,0.6705,Berkembang
Kab. Semarang,Ungaran Timur,Kalikayen,0.7543,0.6333,0.6667,0.6848,Berkembang
Kab. Semarang,Ungaran Timur,Leyangan,0.8171,0.6,0.6667,0.6946,Berkembang
Kab. Semarang,Ungaran Timur,Kalongan,0.9029,0.7,0.5333,0.7121,Maju
Kab. Semarang,Bandungan,Mlilir,0.7829,0.55,0.6,0.6443,Berkembang
Kab. Semarang,Bandungan,Duren,0.8171,0.7333,0.5333,0.6946,Berkembang
Kab. Semarang,Bandungan,Jetis,0.8,0.9333,0.6667,0.8,Maju
Kab. Semarang,Bandungan,Kenteng,0.9257,0.6833,0.6667,0.7586,Maju
Kab. Semarang,Bandungan,Candi,0.8571,0.7167,0.6667,0.7468,Maju
Kab. Semarang,Bandungan,Jimbaran,0.8286,0.9167,0.6667,0.804,Maju
Kab. Semarang,Bandungan,Pakopen,0.8057,0.6,0.6667,0.6908,Berkembang
Kab. Semarang,Bandungan,Sidomukti,0.8286,0.6,0.8667,0.7651,Maju
Kab. Semarang,Bandungan,Banyukuning,0.7543,0.6333,0.6667,0.6848,Berkembang
Kab. Malang,Donomulyo,Tulungrejo,0.9029,0.8333,1,0.9121,Mandiri
Kab. Malang,Donomulyo,Banjarejo,0.8,0.9167,0.9333,0.8833,Mandiri
Kab. Malang,Donomulyo,Kedungsalam,0.8857,0.7333,0.8667,0.8286,Mandiri
Kab. Malang,Donomulyo,Tlogosari,0.7943,0.7333,0.9333,0.8203,Mandiri
Kab. Malang,Donomulyo,Tempursari,0.9371,0.8333,0.9333,0.9013,Mandiri
Kab. Malang,Donomulyo,Donomulyo,0.9657,0.9,0.6667,0.8441,Mandiri
Kab. Malang,Donomulyo,Purworejo,0.8571,0.7667,1,0.8746,Mandiri
Kab. Malang,Donomulyo,Sumberoto,0.8171,0.9333,0.9333,0.8946,Mandiri
Kab. Malang,Donomulyo,Mentaraman,0.8343,0.8667,0.9333,0.8781,Mandiri
Kab. Malang,Donomulyo,Purwodadi,0.8914,0.8667,1,0.9194,Mandiri
Kab. Malang,Pagak,Sumbermanjingkulon,0.9371,0.95,0.8667,0.9179,Mandiri
Kab. Malang,Pagak,Pandanrejo,0.8514,0.9833,0.6667,0.8338,Mandiri
Kab. Malang,Pagak,Sumberkerto,0.8114,0.9167,0.9333,0.8871,Mandiri
Kab. Malang,Pagak,Sempol,0.8457,0.8,1,0.8819,Mandiri
Kab. Malang,Pagak,Pagak,0.8571,0.8667,0.8667,0.8635,Mandiri
Kab. Malang,Pagak,Tlogorejo,0.9314,0.8833,0.9333,0.916,Mandiri
Kab. Malang,Pagak,Gampingan,0.8514,0.7333,0.8667,0.8171,Mandiri
Kab. Malang,Pagak,Sumberejo,0.8914,0.8833,0.7333,0.836,Mandiri
Kab. Malang,Bantur,Wonokerto,0.9371,0.9667,0.8,0.9013,Mandiri
Kab. Malang,Bantur,Rejosari,0.88,0.8833,0.9333,0.8989,Mandiri
Kab. Malang,Bantur,Bantur,0.9371,0.9333,0.8667,0.9124,Mandiri
Kab. Malang,Bantur,Wonorejo,0.8229,0.7833,1,0.8687,Mandiri
Kab. Malang,Bantur,Srigonco,0.84,0.9167,1,0.9189,Mandiri
Kab. Malang,Bantur,Sumberbening,0.8914,0.8833,0.8667,0.8805,Mandiri
Kab. Malang,Bantur,Bandungrejo,0.7829,0.8,0.8667,0.8165,Mandiri
Kab. Malang,Bantur,Pringgodani,0.8229,0.8667,0.8667,0.8521,Mandiri
Kab. Malang,Bantur,Rejoyoso,0.9429,0.8667,0.7333,0.8476,Mandiri
Kab. Malang,Bantur,Karangsari,0.8629,0.8,0.8,0.821,Mandiri
Kab. Malang,Sumbermanjing Wetan,Tambakasri,0.9086,0.9667,1,0.9584,Mandiri
Kab. Malang,Sumbermanjing Wetan,Tegalrejo,0.8571,0.6833,0.9333,0.8246,Mandiri
Kab. Malang,Sumbermanjing Wetan,Sekarbanyu,0.8457,0.7667,1,0.8708,Mandiri
Kab. Malang,Sumbermanjing Wetan,Klepu,0.8286,0.85,0.8,0.8262,Mandiri
Kab. Malang,Sumbermanjing Wetan,Ringinkembar,0.7886,0.6667,1,0.8184,Mandiri
Kab. Malang,Sumbermanjing Wetan,Kedungbanteng,0.9086,0.8333,0.8,0.8473,Mandiri
Kab. Malang,Sumbermanjing Wetan,Sitiarjo,0.8343,0.8333,0.8667,0.8448,Mandiri
Kab. Malang,Sumbermanjing Wetan,Sumberagung,0.8057,0.7333,0.9333,0.8241,Mandiri
Kab. Malang,Sumbermanjing Wetan,Argotirto,0.8686,0.75,0.9333,0.8506,Mandiri
Kab. Malang,Sumbermanjing Wetan,Harjokuncaran,0.9143,0.8667,0.6667,0.8159,Mandiri
Kab. Malang,Sumbermanjing Wetan,Sumbermanjing Wetan,0.8514,0.95,0.6667,0.8227,Mandiri
Kab. Malang,Sumbermanjing Wetan,Ringinsari,0.9314,0.8333,0.9333,0.8994,Mandiri
Kab. Malang,Sumbermanjing Wetan,Druju,0.8686,0.7333,0.8667,0.8229,Mandiri
Kab. Malang,Sumbermanjing Wetan,Tambakrejo,0.88,0.95,0.9333,0.9211,Mandiri
Kab. Malang,Sumbermanjing Wetan,Sidoasri,0.9029,0.9667,0.7333,0.8676,Mandiri
Kab. Malang,Dampit,Sukodono,0.96,0.8,0.8,0.8533,Mandiri
Kab. Malang,Dampit,Sumbersuko,0.8743,0.8833,0.8667,0.8748,Mandiri
Kab. Malang,Dampit,Srimulyo,0.8686,0.65,0.9333,0.8173,Mandiri
Kab. Malang,Dampit,Baturetno,0.8857,0.8,0.8667,0.8508,Mandiri
Kab. Malang,Dampit,Bumirejo,0.88,0.8333,0.8667,0.86,Mandiri
Kab. Malang,Dampit,Amandanom,0.8971,0.85,0.8,0.849,Mandiri
Kab. Malang,Dampit,Pamotan,0.92,0.7833,0.8667,0.8567,Mandiri
Kab. Malang,Dampit,Majangtengah,0.9143,0.7,0.9333,0.8492,Mandiri
Kab. Malang,Dampit,Rembun,0.8571,0.9167,0.9333,0.9024,Mandiri
Kab. Malang,Dampit,Pojok,0.9029,0.6833,0.8667,0.8176,Mandiri
Kab. Malang,Dampit,Jambangan,0.8114,0.65,1,0.8205,Mandiri
Kab. Malang,Ampelgading,Lebakharjo,0.9429,0.7167,0.8667,0.8421,Mandiri
Kab. Malang,Ampelgading,Wirotaman,0.8971,0.8,0.9333,0.8768,Mandiri
Kab. Malang,Ampelgading,Tamanasri,0.84,0.8167,0.8667,0.8411,Mandiri
Kab. Malang,Ampelgading,Tirtomarto,0.9486,0.8833,0.9333,0.9217,Mandiri
Kab. Malang,Ampelgading,Purwoharjo,0.88,0.9667,0.7333,0.86,Mandiri
Kab. Malang,Ampelgading,Sidorenggo,0.8629,0.8333,1,0.8987,Mandiri
Kab. Malang,Ampelgading,Tirtomoyo,0.8857,0.8667,0.9333,0.8952,Mandiri
Kab. Malang,Ampelgading,Argoyuwono,0.7943,0.75,0.9333,0.8259,Mandiri
Kab. Malang,Ampelgading,Mulyoasri,0.9086,0.8167,0.8667,0.864,Mandiri
Kab. Malang,Ampelgading,Tawangagung,0.8514,0.9167,1,0.9227,Mandiri
Kab. Malang,Ampelgading,Simojayan,0.8971,0.6833,0.9333,0.8379,Mandiri
Kab. Malang,Ampelgading,Tamansari,0.9143,0.8333,1,0.9159,Mandiri
Kab. Malang,Ampelgading,Sonowangi,0.9257,0.8167,0.7333,0.8252,Mandiri
Kab. Malang,Poncokusumo,Dawuhan,0.9086,0.65,0.9333,0.8306,Mandiri
Kab. Malang,Poncokusumo,Sumberejo,0.7771,0.7333,1,0.8368,Mandiri
Kab. Malang,Poncokusumo,Pandansari,0.88,0.65,0.9333,0.8211,Mandiri
Kab. Malang,Poncokusumo,Ngadireso,0.8686,0.65,0.9333,0.8173,Mandiri
Kab. Malang,Poncokusumo,Wonorejo,0.8743,0.8333,0.9333,0.8803,Mandiri
Kab. Malang,Poncokusumo,Karangnongko,0.8171,0.7167,0.9333,0.8224,Mandiri
Kab. Malang,Poncokusumo,Karanganyar,0.92,0.7833,0.9333,0.8789,Mandiri
Kab. Malang,Poncokusumo,Jambesari,0.84,0.8,0.8667,0.8356,Mandiri
Kab. Malang,Poncokusumo,Ngebruk,0.8343,0.6833,0.9333,0.817,Mandiri
Kab. Malang,Poncokusumo,Pajaran,0.8286,0.7833,0.9333,0.8484,Mandiri
Kab. Malang,Poncokusumo,Argosuko,0.8457,0.6667,1,0.8375,Mandiri
Kab. Malang,Poncokusumo,Wonomulyo,0.9314,1,0.8667,0.9327,Mandiri
Kab. Malang,Poncokusumo,Belung,0.8571,0.85,0.9333,0.8802,Mandiri
Kab. Malang,Poncokusumo,Wringinanom,0.8457,0.7333,0.9333,0.8375,Mandiri
Kab. Malang,Poncokusumo,Poncokusumo,0.8686,0.6667,1,0.8451,Mandiri
Kab. Malang,Poncokusumo,Gubugklakah,0.8857,0.75,0.9333,0.8563,Mandiri
Kab. Malang,Poncokusumo,Ngadas,0.7657,0.7,1,0.8219,Mandiri
Kab. Malang,Wajak,Sumberputih,0.8914,0.8,0.9333,0.8749,Mandiri
Kab. Malang,Wajak,Wonoayu,0.76,0.85,0.8667,0.8256,Mandiri
Kab. Malang,Wajak,Bambang,0.7657,0.8333,0.8667,0.8219,Mandiri
Kab. Malang,Wajak,Bringin,0.8857,0.8833,1,0.923,Mandiri
Kab. Malang,Wajak,Dadapan,0.9543,0.8667,1,0.9403,Mandiri
Kab. Malang,Wajak,Patokpicis,0.8571,0.9,0.8667,0.8746,Mandiri
Kab. Malang,Wajak,Blayu,0.8743,0.7833,0.9333,0.8637,Mandiri
Kab. Malang,Wajak,Codo,0.8514,0.9333,0.9333,0.906,Mandiri
Kab. Malang,Wajak,Sukolilo,0.9314,0.8333,1,0.9216,Mandiri
Kab. Malang,Wajak,Kidangbang,0.8743,0.7,1,0.8581,Mandiri
Kab. Malang,Wajak,Sukoanyar,0.8514,0.9,1,0.9171,Mandiri
Kab. Malang,Wajak,Wajak,0.96,0.9333,0.9333,0.9422,Mandiri
Kab. Malang,Wajak,Ngembal,0.7657,0.7333,1,0.833,Mandiri
Kab. Malang,Turen,Tawangrejeni,0.8171,0.7,0.9333,0.8168,Mandiri
Kab. Malang,Turen,Kemulan,0.8914,0.75,0.8667,0.836,Mandiri
Kab. Malang,Turen,Sawahan,0.84,0.6833,0.9333,0.8189,Mandiri
Kab. Malang,Turen,Undaan,0.8457,0.6833,1,0.843,Mandiri
Kab. Malang,Turen,Gedogkulon,0.84,0.65,1,0.83,Mandiri
Kab. Malang,Turen,Gedogwetan,0.8686,0.85,0.8667,0.8617,Mandiri
Kab. Malang,Turen,Talok,0.8914,0.7667,0.9333,0.8638,Mandiri
Kab. Malang,Turen,Tanggung,0.8857,0.75,0.8667,0.8341,Mandiri
Kab. Malang,Turen,Jeru,0.8571,0.7167,0.9333,0.8357,Mandiri
Kab. Malang,Turen,Pagedangan,0.8286,0.7667,1,0.8651,Mandiri
Kab. Malang,Turen,Sanankerto,0.8629,0.75,0.9333,0.8487,Mandiri
Kab. Malang,Turen,Sananrejo,0.9143,0.8,0.8667,0.8603,Mandiri
Kab. Malang,Turen,Kedok,0.8629,0.75,0.8667,0.8265,Mandiri
Kab. Malang,Turen,Talangsuko,0.9314,0.6833,0.8667,0.8271,Mandiri
Kab. Malang,Turen,Tumpukrenteng,0.8514,0.6833,0.9333,0.8227,Mandiri
Kab. Malang,Gondanglegi,Putat Kidul,0.9771,0.8,0.8667,0.8813,Mandiri
Kab. Malang,Gondanglegi,Gondanglegi Kulon,0.9086,0.9,0.6667,0.8251,Mandiri
Kab. Malang,Gondanglegi,Sukosari,0.8914,0.75,0.8667,0.836,Mandiri
Kab. Malang,Gondanglegi,Gondanglegi Wetan,0.8914,0.8333,0.8667,0.8638,Mandiri
Kab. Malang,Gondanglegi,Sukorejo,0.9257,0.7333,0.9333,0.8641,Mandiri
Kab. Malang,Gondanglegi,Bulupitu,0.8686,0.7,0.9333,0.834,Mandiri
Kab. Malang,Gondanglegi,Panggungrejo,0.8629,0.6833,0.9333,0.8265,Mandiri
Kab. Malang,Gondanglegi,Ganjaran,0.8,0.7,1,0.8333,Mandiri
Kab. Malang,Gondanglegi,Putat Lor,0.8857,0.9,0.6667,0.8175,Mandiri
Kab. Malang,Gondanglegi,Urek - Urek,0.8629,0.9,0.8667,0.8765,Mandiri
Kab. Malang,Gondanglegi,Ketawang,0.9486,0.7667,0.8667,0.8606,Mandiri
Kab. Malang,Gondanglegi,Putukrejo,0.8114,0.8167,0.9333,0.8538,Mandiri
Kab. Malang,Gondanglegi,Sumberjaya,0.8571,0.9667,0.9333,0.919,Mandiri
Kab. Malang,Gondanglegi,Sepanjang,0.9771,0.85,0.6667,0.8313,Mandiri
Kab. Malang,Kalipare,Putukrejo,0.8286,0.8,0.8667,0.8317,Mandiri
Kab. Malang,Kalipare,Kalipare,0.8686,0.8667,0.8,0.8451,Mandiri
Kab. Malang,Kalipare,Sumberpetung,0.7943,0.8167,0.8667,0.8259,Mandiri
Kab. Malang,Kalipare,Sukowilangun,0.9086,0.7833,1,0.8973,Mandiri
Kab. Malang,Kalipare,Tumpakrejo,0.7829,0.7333,0.9333,0.8165,Mandiri
Kab. Malang,Kalipare,Arjosari,0.8114,0.7167,0.9333,0.8205,Mandiri
Kab. Malang,Kalipare,Kalirejo,0.8171,0.6833,1,0.8335,Mandiri
Kab. Malang,Kalipare,Arjowilangun,0.8114,0.8667,0.8667,0.8483,Mandiri
Kab. Malang,Kalipare,Kaliasri,0.7543,0.7667,0.9333,0.8181,Mandiri
Kab. Malang,Sumberpucung,Ternyang,0.9314,0.8167,0.8667,0.8716,Mandiri
Kab. Malang,Sumberpucung,Senggreng,0.9429,0.8167,1,0.9198,Mandiri
Kab. Malang,Sumberpucung,Sambigede,0.8971,0.8333,0.8667,0.8657,Mandiri
Kab. Malang,Sumberpucung,Ngebrug,0.9143,0.9,0.9333,0.9159,Mandiri
Kab. Malang,Sumberpucung,Jatiguwi,0.9771,0.9333,0.9333,0.9479,Mandiri
Kab. Malang,Sumberpucung,Sumberpucung,0.8743,0.9333,0.9333,0.9137,Mandiri
Kab. Malang,Sumberpucung,Karangkates,0.9486,0.9333,0.9333,0.9384,Mandiri
Kab. Malang,Kepanjen,Kemiri,0.8914,0.8167,0.9333,0.8805,Mandiri
Kab. Malang,Kepanjen,Sengguruh,0.9029,0.75,1,0.8843,Mandiri
Kab. Malang,Kepanjen,Mangunrejo,0.9086,0.6833,0.9333,0.8417,Mandiri
Kab. Malang,Kepanjen,Jenggolo,0.8686,0.7833,1,0.884,Mandiri
Kab. Malang,Kepanjen,Kedungpedaringan,0.9086,0.7667,0.9333,0.8695,Mandiri
Kab. Malang,Kepanjen,Tegalsari,0.8571,0.8,0.9333,0.8635,Mandiri
Kab. Malang,Kepanjen,Panggungrejo,0.9714,0.85,1,0.9405,Mandiri
Kab. Malang,Kepanjen,Talangagung,0.8971,0.9667,0.8667,0.9102,Mandiri
Kab. Malang,Kepanjen,Dilem,0.8343,0.9,0.8667,0.867,Mandiri
Kab. Malang,Kepanjen,Sukoraharjo,0.8571,0.7167,1,0.8579,Mandiri
Kab. Malang,Kepanjen,Curungrejo,0.9257,0.8,0.9333,0.8863,Mandiri
Kab. Malang,Kepanjen,Jatirejoyoso,0.9314,0.8167,0.8667,0.8716,Mandiri
Kab. Malang,Kepanjen,Ngadilangkung,0.9429,0.9,0.9333,0.9254,Mandiri
Kab. Malang,Kepanjen,Mojosari,0.8286,0.8,1,0.8762,Mandiri
Kab. Malang,Bululawang,Sudimoro,0.8457,0.7667,0.8667,0.8263,Mandiri
Kab. Malang,Bululawang,Kasri,0.96,0.8333,0.6667,0.82,Mandiri
Kab. Malang,Bululawang,Bakalan,0.9314,0.8167,0.8,0.8494,Mandiri
Kab. Malang,Bululawang,Krebet,0.9371,0.8667,0.7333,0.8457,Mandiri
Kab. Malang,Bululawang,Gading,0.96,0.8833,0.7333,0.8589,Mandiri
Kab. Malang,Bululawang,Sukonolo,0.8914,0.7,0.8667,0.8194,Mandiri
Kab. Malang,Bululawang,Lumbangsari,0.92,0.7833,0.8,0.8344,Mandiri
Kab. Malang,Bululawang,Wandanpuro,0.9029,0.9333,0.6667,0.8343,Mandiri
Kab. Malang,Bululawang,Sempalwadak,0.9429,0.8833,0.6667,0.831,Mandiri
Kab. Malang,Bululawang,Bululawang,0.9314,0.9333,0.9333,0.9327,Mandiri
Kab. Malang,Bululawang,Krebet Senggrong,0.9657,0.8333,0.6667,0.8219,Mandiri
Kab. Malang,Bululawang,Kuwolu,0.8743,0.8,0.8667,0.847,Mandiri
Kab. Malang,Bululawang,Kasembon,0.8514,0.8167,0.8667,0.8449,Mandiri
Kab. Malang,Bululawang,Pringu,0.8743,0.75,1,0.8748,Mandiri
Kab. Malang,Tajinan,Gunungsari,0.8629,0.8333,1,0.8987,Mandiri
Kab. Malang,Tajinan,Gunungronggo,0.9029,0.7167,1,0.8732,Mandiri
Kab. Malang,Tajinan,Purwosekar,0.8743,0.8667,1,0.9137,Mandiri
Kab. Malang,Tajinan,Ngawonggo,0.9543,0.8833,1,0.9459,Mandiri
Kab. Malang,Tajinan,Pandanmulyo,0.8971,0.8167,1,0.9046,Mandiri
Kab. Malang,Tajinan,Jatisari,0.8914,0.8333,0.8,0.8416,Mandiri
Kab. Malang,Tajinan,Tajinan,0.9371,0.9333,1,0.9568,Mandiri
Kab. Malang,Tajinan,Randugading,0.8571,0.7833,1,0.8802,Mandiri
Kab. Malang,Tajinan,Jambearjo,0.9486,0.7833,0.9333,0.8884,Mandiri
Kab. Malang,Tajinan,Tangkilsari,0.9257,0.8333,0.8667,0.8752,Mandiri
Kab. Malang,Tajinan,Sumbersuko,0.8571,0.8,1,0.8857,Mandiri
Kab. Malang,Tajinan,Tambaksari,0.8457,0.9,0.8667,0.8708,Mandiri
Kab. Malang,Tumpang,Ngingit,0.8571,0.6333,1,0.8302,Mandiri
Kab. Malang,Tumpang,Kidal,0.8286,0.8167,0.9333,0.8595,Mandiri
Kab. Malang,Tumpang,Kambingan,0.9143,0.7167,1,0.877,Mandiri
Kab. Malang,Tumpang,Pandanajeng,0.8114,0.7,1,0.8371,Mandiri
Kab. Malang,Tumpang,Pulungdowo,0.8171,0.8333,0.8667,0.839,Mandiri
Kab. Malang,Tumpang,Bokor,0.8457,0.6833,1,0.843,Mandiri
Kab. Malang,Tumpang,Slamet,0.8057,0.6833,1,0.8297,Mandiri
Kab. Malang,Tumpang,Wringinsongo,0.9257,0.7667,0.9333,0.8752,Mandiri
Kab. Malang,Tumpang,Jeru,0.9371,0.9333,0.6667,0.8457,Mandiri
Kab. Malang,Tumpang,Malangsuko,0.9829,0.8833,0.8667,0.911,Mandiri
Kab. Malang,Tumpang,Tumpang,0.9943,0.9833,1,0.9925,Mandiri
Kab. Malang,Tumpang,Tulusbesar,0.9029,0.8167,0.8,0.8398,Mandiri
Kab. Malang,Tumpang,Duwet,0.9314,0.65,0.9333,0.8383,Mandiri
Kab. Malang,Tumpang,Benjor,0.8286,0.8667,0.8,0.8317,Mandiri
Kab. Malang,Tumpang,Duwet Kerajan,0.7943,0.7833,0.9333,0.837,Mandiri
Kab. Malang,Jabung,Taji,0.7829,0.7667,0.9333,0.8276,Mandiri
Kab. Malang,Jabung,Ngadirejo,0.8057,0.6667,1,0.8241,Mandiri
Kab. Malang,Jabung,Kenongo,0.8571,0.6667,1,0.8413,Mandiri
Kab. Malang,Jabung,Sidorejo,0.8629,0.6667,0.9333,0.821,Mandiri
Kab. Malang,Jabung,Sukopuro,0.8743,0.7333,0.9333,0.847,Mandiri
Kab. Malang,Jabung,Pandansari Lor,0.9429,0.8333,0.8,0.8587,Mandiri
Kab. Malang,Jabung,Sidomulyo,0.8971,0.6333,0.9333,0.8213,Mandiri
Kab. Malang,Jabung,Gadingkembar,0.8286,0.8167,0.8667,0.8373,Mandiri
Kab. Malang,Jabung,Argosari,0.8514,0.8167,0.8,0.8227,Mandiri
Kab. Malang,Jabung,Kemantren,0.9486,0.8833,0.6667,0.8329,Mandiri
Kab. Malang,Jabung,Sukolilo,0.96,0.8333,0.9333,0.9089,Mandiri
Kab. Malang,Jabung,Gunungjati,0.76,0.85,0.8667,0.8256,Mandiri
Kab. Malang,Jabung,Jabung,0.8743,0.7833,1,0.8859,Mandiri
Kab. Malang,Jabung,Slamparejo,0.8286,0.7333,0.9333,0.8317,Mandiri
Kab. Malang,Jabung,Kemiri,0.8229,0.75,1,0.8576,Mandiri
Kab. Malang,Pakis,Kedungrejo,0.9029,0.7167,0.8667,0.8287,Mandiri
Kab. Malang,Pakis,Banjarejo,0.8457,0.8,0.8667,0.8375,Mandiri
Kab. Malang,Pakis,Pucangsongo,0.8914,0.7667,0.9333,0.8638,Mandiri
Kab. Malang,Pakis,Sukoanyar,0.84,0.6333,1,0.8244,Mandiri
Kab. Malang,Pakis,Sumberpasir,0.9257,0.75,0.9333,0.8697,Mandiri
Kab. Malang,Pakis,Pakiskembar,0.8743,1,0.9333,0.9359,Mandiri
Kab. Malang,Pakis,Sumberkradenan,0.8914,0.7833,0.8,0.8249,Mandiri
Kab. Malang,Pakis,Ampeldento,0.9029,0.85,0.9333,0.8954,Mandiri
Kab. Malang,Pakis,Sekarpuro,0.9429,0.9,0.9333,0.9254,Mandiri
Kab. Malang,Pakis,Mangliawan,0.9257,0.8833,0.8,0.8697,Mandiri
